time,angle1 data,angle2 data,angle1 solution,angle2 solution,angle1a data,angle2a data,angle1a solution,angle2a solution
53.75,-0.052,0.14,-0.033,-0.03,-0.06,0.022,-0.03,0.02
53.8,-0.035,0.14,-0.039,-0.035,-0.043,0.022,-0.03,0.03
53.85,-0.035,0.14,-0.043,-0.038,-0.043,0.022,-0.04,0.03
53.9,-0.017,0.14,-0.043,-0.038,-0.025,0.022,-0.04,0.04
53.95,-0.017,0.122,-0.04,-0.035,-0.025,0.004,-0.04,0.04
54,0,0.122,-0.034,-0.029,-0.008,0.004,-0.04,0.04
54.05,0.017,0.122,-0.026,-0.022,0.009,0.004,-0.04,0.03
54.1,0.035,0.105,-0.016,-0.012,0.027,-0.013,-0.03,0.02
54.15,0.052,0.105,-0.005,-0.002,0.044,-0.013,-0.02,0.01
54.2,0.052,0.087,0.006,0.008,0.044,-0.031,-0.01,0
54.25,0.052,0.087,0.017,0.017,0.044,-0.031,0,-0.01
54.3,0.07,0.087,0.026,0.025,0.062,-0.031,0.01,-0.02
54.35,0.052,0.087,0.033,0.03,0.044,-0.031,0.02,-0.03
54.4,0.052,0.087,0.038,0.033,0.044,-0.031,0.03,-0.03
54.45,0.052,0.105,0.039,0.034,0.044,-0.013,0.03,-0.04
54.5,0.035,0.105,0.037,0.031,0.027,-0.013,0.04,-0.04
54.55,0.017,0.105,0.032,0.026,0.009,-0.013,0.04,-0.04
54.6,0,0.122,0.024,0.019,-0.008,0.004,0.04,-0.04
54.65,-0.017,0.122,0.015,0.01,-0.025,0.004,0.03,-0.04
54.7,-0.017,0.14,0.004,0,-0.025,0.022,0.02,-0.03
54.75,-0.035,0.14,-0.008,-0.01,-0.043,0.022,0.01,-0.02
54.8,-0.035,0.14,-0.018,-0.02,-0.043,0.022,0,-0.01
54.85,-0.052,0.14,-0.028,-0.028,-0.06,0.022,-0.01,0
54.9,-0.052,0.14,-0.036,-0.034,-0.06,0.022,-0.02,0.01
54.95,-0.035,0.14,-0.041,-0.038,-0.043,0.022,-0.03,0.02
55,-0.035,0.14,-0.043,-0.038,-0.043,0.022,-0.03,0.03
55.05,-0.017,0.14,-0.042,-0.037,-0.025,0.022,-0.04,0.03
55.1,-0.017,0.122,-0.037,-0.032,-0.025,0.004,-0.04,0.04
55.15,0,0.122,-0.03,-0.025,-0.008,0.004,-0.04,0.04
55.2,0.017,0.122,-0.021,-0.016,0.009,0.004,-0.04,0.04
55.25,0.035,0.105,-0.011,-0.006,0.027,-0.013,-0.04,0.03
55.3,0.035,0.105,0,0.004,0.027,-0.013,-0.03,0.02
55.35,0.052,0.105,0.011,0.014,0.044,-0.013,-0.02,0.01
55.4,0.052,0.087,0.021,0.022,0.044,-0.031,-0.01,0
55.45,0.07,0.087,0.029,0.029,0.062,-0.031,0,-0.01
55.5,0.052,0.087,0.035,0.033,0.044,-0.031,0.01,-0.02
55.55,0.052,0.087,0.038,0.035,0.044,-0.031,0.02,-0.03
55.6,0.052,0.105,0.038,0.033,0.044,-0.013,0.03,-0.03
55.65,0.035,0.105,0.034,0.029,0.027,-0.013,0.03,-0.04
55.7,0.017,0.105,0.028,0.022,0.009,-0.013,0.04,-0.04
55.75,0,0.122,0.019,0.014,-0.008,0.004,0.04,-0.04
55.8,0,0.122,0.009,0.004,-0.008,0.004,0.04,-0.04
55.85,-0.017,0.14,-0.002,-0.006,-0.025,0.022,0.03,-0.04
55.9,-0.035,0.14,-0.013,-0.016,-0.043,0.022,0.02,-0.03
55.95,-0.035,0.14,-0.023,-0.025,-0.043,0.022,0.01,-0.02
56,-0.052,0.14,-0.031,-0.033,-0.06,0.022,0,-0.01
56.05,-0.052,0.14,-0.038,-0.037,-0.06,0.022,-0.01,0
56.1,-0.035,0.14,-0.041,-0.039,-0.043,0.022,-0.02,0.01
56.15,-0.035,0.14,-0.042,-0.039,-0.043,0.022,-0.03,0.02
56.2,-0.035,0.14,-0.039,-0.035,-0.043,0.022,-0.03,0.03
56.25,-0.017,0.122,-0.034,-0.029,-0.025,0.004,-0.04,0.03
56.3,0,0.122,-0.026,-0.02,-0.008,0.004,-0.04,0.04
56.35,0.017,0.122,-0.016,-0.01,0.009,0.004,-0.04,0.04
56.4,0.035,0.105,-0.005,0,0.027,-0.013,-0.04,0.04
56.45,0.035,0.105,0.006,0.01,0.027,-0.013,-0.04,0.03
56.5,0.052,0.105,0.016,0.02,0.044,-0.013,-0.03,0.02
56.55,0.052,0.087,0.025,0.027,0.044,-0.031,-0.02,0.01
56.6,0.052,0.087,0.032,0.033,0.044,-0.031,-0.01,0
56.65,0.052,0.087,0.036,0.036,0.044,-0.031,0,-0.01
56.7,0.052,0.087,0.037,0.035,0.044,-0.031,0.01,-0.02
56.75,0.052,0.105,0.035,0.032,0.044,-0.013,0.02,-0.03
56.8,0.035,0.105,0.031,0.026,0.027,-0.013,0.03,-0.03
56.85,0.017,0.105,0.023,0.018,0.009,-0.013,0.03,-0.04
56.9,0.017,0.122,0.014,0.009,0.009,0.004,0.04,-0.04
56.95,0,0.122,0.004,-0.002,-0.008,0.004,0.04,-0.04
57,-0.017,0.14,-0.007,-0.013,-0.025,0.022,0.04,-0.04
57.05,-0.035,0.14,-0.018,-0.022,-0.043,0.022,0.03,-0.04
57.1,-0.035,0.14,-0.027,-0.031,-0.043,0.022,0.02,-0.03
57.15,-0.035,0.14,-0.034,-0.037,-0.043,0.022,0.01,-0.02
57.2,-0.052,0.14,-0.039,-0.04,-0.06,0.022,0,-0.01
57.25,-0.035,0.14,-0.041,-0.04,-0.043,0.022,-0.01,0
57.3,-0.035,0.14,-0.04,-0.038,-0.043,0.022,-0.02,0.01
57.35,-0.035,0.14,-0.036,-0.032,-0.043,0.022,-0.03,0.02
57.4,-0.017,0.122,-0.029,-0.025,-0.025,0.004,-0.03,0.03
57.45,0,0.122,-0.02,-0.015,-0.008,0.004,-0.04,0.03
57.5,0.017,0.122,-0.01,-0.005,0.009,0.004,-0.04,0.04
57.55,0.035,0.105,0.001,0.006,0.027,-0.013,-0.04,0.04
57.6,0.035,0.105,0.011,0.016,0.027,-0.013,-0.04,0.04
57.65,0.052,0.105,0.02,0.025,0.044,-0.013,-0.04,0.03
57.7,0.052,0.087,0.028,0.032,0.044,-0.031,-0.03,0.02
57.75,0.052,0.087,0.033,0.036,0.044,-0.031,-0.02,0.01
57.8,0.052,0.087,0.036,0.037,0.044,-0.031,-0.01,0
57.85,0.052,0.087,0.035,0.035,0.044,-0.031,0,-0.01
57.9,0.052,0.105,0.032,0.03,0.044,-0.013,0.01,-0.02
57.95,0.035,0.105,0.026,0.023,0.027,-0.013,0.02,-0.03
58,0.017,0.105,0.018,0.014,0.009,-0.013,0.03,-0.03
58.05,0.017,0.122,0.008,0.003,0.009,0.004,0.03,-0.04
58.1,0,0.122,-0.002,-0.008,-0.008,0.004,0.04,-0.04
58.15,-0.017,0.14,-0.013,-0.018,-0.025,0.022,0.04,-0.04
58.2,-0.035,0.14,-0.022,-0.028,-0.043,0.022,0.04,-0.04
58.25,-0.035,0.14,-0.03,-0.035,-0.043,0.022,0.03,-0.04
58.3,-0.035,0.14,-0.036,-0.04,-0.043,0.022,0.02,-0.03
58.35,-0.052,0.14,-0.039,-0.042,-0.06,0.022,0.01,-0.02
58.4,-0.035,0.14,-0.039,-0.04,-0.043,0.022,0,-0.01
58.45,-0.035,0.14,-0.037,-0.036,-0.043,0.022,-0.01,0
58.5,-0.035,0.14,-0.031,-0.029,-0.043,0.022,-0.02,0.01
58.55,-0.017,0.122,-0.024,-0.02,-0.025,0.004,-0.03,0.02
58.6,0,0.122,-0.014,-0.01,-0.008,0.004,-0.03,0.03
58.65,0.017,0.122,-0.004,0.001,0.009,0.004,-0.04,0.03
58.7,0.017,0.105,0.006,0.012,0.009,-0.013,-0.04,0.04
58.75,0.035,0.105,0.016,0.022,0.027,-0.013,-0.04,0.04
58.8,0.052,0.105,0.024,0.03,0.044,-0.013,-0.04,0.04
58.85,0.052,0.087,0.031,0.035,0.044,-0.031,-0.03,0.03
58.9,0.052,0.087,0.034,0.038,0.044,-0.031,-0.03,0.02
58.95,0.052,0.087,0.035,0.037,0.044,-0.031,-0.02,0.01
59,0.052,0.087,0.033,0.034,0.044,-0.031,-0.01,0
59.05,0.052,0.105,0.028,0.027,0.044,-0.013,0,-0.01
59.1,0.035,0.105,0.021,0.019,0.027,-0.013,0.01,-0.02
59.15,0.035,0.105,0.012,0.009,0.027,-0.013,0.02,-0.03
59.2,0.017,0.122,0.002,-0.002,0.009,0.004,0.03,-0.03
59.25,0,0.122,-0.008,-0.014,-0.008,0.004,0.03,-0.04
59.3,-0.017,0.14,-0.018,-0.024,-0.025,0.022,0.04,-0.04
59.35,-0.017,0.14,-0.027,-0.032,-0.025,0.022,0.04,-0.04
59.4,-0.035,0.14,-0.033,-0.039,-0.043,0.022,0.04,-0.04
59.45,-0.035,0.14,-0.037,-0.042,-0.043,0.022,0.03,-0.04
59.5,-0.052,0.14,-0.039,-0.042,-0.06,0.022,0.02,-0.03
59.55,-0.035,0.14,-0.037,-0.04,-0.043,0.022,0.01,-0.02
59.6,-0.035,0.14,-0.033,-0.034,-0.043,0.022,0,-0.01
59.65,-0.035,0.14,-0.026,-0.026,-0.043,0.022,-0.01,0
59.7,-0.017,0.122,-0.018,-0.016,-0.025,0.004,-0.02,0.01
59.75,0,0.122,-0.008,-0.005,-0.008,0.004,-0.03,0.02
59.8,0,0.122,0.002,0.007,-0.008,0.004,-0.03,0.03
59.85,0.017,0.105,0.012,0.017,0.009,-0.013,-0.04,0.03
59.9,0.035,0.105,0.021,0.026,0.027,-0.013,-0.04,0.04
59.95,0.052,0.105,0.028,0.033,0.044,-0.013,-0.04,0.04
60,0.052,0.087,0.032,0.038,0.044,-0.031,-0.04,0.04
60.05,0.052,0.087,0.034,0.039,0.044,-0.031,-0.03,0.03
60.1,0.052,0.087,0.033,0.037,0.044,-0.031,-0.03,0.02
60.15,0.052,0.087,0.029,0.032,0.044,-0.031,-0.02,0.01
60.2,0.052,0.105,0.023,0.024,0.044,-0.013,-0.01,0
60.25,0.035,0.105,0.015,0.014,0.027,-0.013,0,-0.01
60.3,0.035,0.105,0.005,0.004,0.027,-0.013,0.01,-0.02
60.35,0.017,0.122,-0.005,-0.008,0.009,0.004,0.02,-0.03
60.4,0,0.122,-0.014,-0.019,-0.008,0.004,0.03,-0.03
60.45,-0.017,0.14,-0.023,-0.028,-0.025,0.022,0.03,-0.04
60.5,-0.017,0.14,-0.031,-0.036,-0.025,0.022,0.04,-0.04
60.55,-0.035,0.14,-0.036,-0.041,-0.043,0.022,0.04,-0.04
60.6,-0.035,0.14,-0.038,-0.043,-0.043,0.022,0.03,-0.04
60.65,-0.035,0.14,-0.037,-0.042,-0.043,0.022,0.03,-0.03
60.7,-0.035,0.14,-0.034,-0.038,-0.043,0.022,0.02,-0.03
60.75,-0.035,0.14,-0.028,-0.031,-0.043,0.022,0.01,-0.02
60.8,-0.035,0.14,-0.021,-0.022,-0.043,0.022,0,-0.01
60.85,-0.017,0.122,-0.011,-0.011,-0.025,0.004,-0.01,0
60.9,0,0.122,-0.001,0.001,-0.008,0.004,-0.02,0.01
60.95,0,0.122,0.009,0.012,-0.008,0.004,-0.03,0.02
61,0.017,0.105,0.018,0.022,0.009,-0.013,-0.03,0.03
61.05,0.035,0.105,0.025,0.03,0.027,-0.013,-0.04,0.04
61.1,0.052,0.105,0.03,0.036,0.044,-0.013,-0.04,0.04
61.15,0.052,0.087,0.033,0.039,0.044,-0.031,-0.04,0.04
61.2,0.052,0.087,0.033,0.039,0.044,-0.031,-0.04,0.04
61.25,0.052,0.087,0.031,0.035,0.044,-0.031,-0.03,0.03
61.3,0.052,0.087,0.025,0.029,0.044,-0.031,-0.03,0.02
61.35,0.052,0.105,0.018,0.02,0.044,-0.013,-0.02,0.01
61.4,0.035,0.105,0.009,0.01,0.027,-0.013,-0.01,0
61.45,0.035,0.105,-0.001,-0.002,0.027,-0.013,0,-0.01
61.5,0.017,0.122,-0.011,-0.013,0.009,0.004,0.01,-0.02
61.55,0,0.122,-0.02,-0.024,-0.008,0.004,0.02,-0.03
61.6,-0.017,0.122,-0.028,-0.032,-0.025,0.004,0.03,-0.03
61.65,-0.017,0.14,-0.034,-0.039,-0.025,0.022,0.03,-0.04
61.7,-0.035,0.14,-0.037,-0.043,-0.043,0.022,0.04,-0.04
61.75,-0.035,0.14,-0.038,-0.043,-0.043,0.022,0.04,-0.04
61.8,-0.035,0.14,-0.035,-0.041,-0.043,0.022,0.03,-0.04
61.85,-0.035,0.14,-0.03,-0.035,-0.043,0.022,0.03,-0.03
61.9,-0.035,0.14,-0.023,-0.027,-0.043,0.022,0.02,-0.03
61.95,-0.035,0.14,-0.015,-0.017,-0.043,0.022,0.01,-0.02
62,-0.017,0.122,-0.005,-0.006,-0.025,0.004,0,-0.01
62.05,-0.017,0.122,0.005,0.006,-0.025,0.004,-0.01,0
62.1,0,0.122,0.015,0.017,-0.008,0.004,-0.02,0.01
62.15,0.017,0.105,0.023,0.026,0.009,-0.013,-0.03,0.02
62.2,0.035,0.105,0.029,0.033,0.027,-0.013,-0.03,0.03
62.25,0.035,0.105,0.033,0.038,0.027,-0.013,-0.04,0.04
62.3,0.052,0.087,0.034,0.039,0.044,-0.031,-0.04,0.04
62.35,0.052,0.087,0.032,0.037,0.044,-0.031,-0.04,0.04
62.4,0.052,0.087,0.027,0.033,0.044,-0.031,-0.04,0.04
62.45,0.052,0.087,0.021,0.025,0.044,-0.031,-0.03,0.03
62.5,0.052,0.105,0.012,0.015,0.044,-0.013,-0.03,0.02
62.55,0.035,0.105,0.002,0.005,0.027,-0.013,-0.02,0.01
62.6,0.035,0.105,-0.008,-0.007,0.027,-0.013,-0.01,0
62.65,0.017,0.122,-0.017,-0.018,0.009,0.004,0,-0.01
62.7,0,0.122,-0.026,-0.028,-0.008,0.004,0.01,-0.02
62.75,0,0.122,-0.032,-0.036,-0.008,0.004,0.02,-0.03
62.8,-0.017,0.14,-0.037,-0.041,-0.025,0.022,0.03,-0.04
62.85,-0.035,0.14,-0.038,-0.043,-0.043,0.022,0.03,-0.04
62.9,-0.035,0.14,-0.037,-0.042,-0.043,0.022,0.04,-0.04
62.95,-0.035,0.14,-0.033,-0.038,-0.043,0.022,0.04,-0.04
63,-0.035,0.14,-0.026,-0.031,-0.043,0.022,0.03,-0.04
63.05,-0.035,0.14,-0.018,-0.022,-0.043,0.022,0.03,-0.03
63.1,-0.035,0.14,-0.008,-0.012,-0.043,0.022,0.02,-0.03
63.15,-0.017,0.122,0.002,0,-0.025,0.004,0.01,-0.02
63.2,-0.017,0.122,0.012,0.011,-0.025,0.004,0,-0.01
63.25,0,0.122,0.02,0.021,-0.008,0.004,-0.01,0
63.3,0.017,0.105,0.027,0.029,0.009,-0.013,-0.02,0.01
63.35,0.035,0.105,0.032,0.035,0.027,-0.013,-0.03,0.02
63.4,0.035,0.105,0.034,0.038,0.027,-0.013,-0.04,0.03
63.45,0.052,0.087,0.033,0.038,0.044,-0.031,-0.04,0.04
63.5,0.052,0.087,0.03,0.035,0.044,-0.031,-0.04,0.04
63.55,0.052,0.087,0.024,0.029,0.044,-0.031,-0.04,0.04
63.6,0.052,0.087,0.015,0.021,0.044,-0.031,-0.04,0.03
63.65,0.052,0.105,0.006,0.01,0.044,-0.013,-0.03,0.03
63.7,0.052,0.105,-0.004,-0.001,0.044,-0.013,-0.03,0.02
63.75,0.035,0.105,-0.014,-0.012,0.027,-0.013,-0.02,0.01
63.8,0.017,0.122,-0.023,-0.022,0.009,0.004,-0.01,0
63.85,0,0.122,-0.031,-0.031,-0.008,0.004,0,-0.01
63.9,0,0.122,-0.036,-0.038,-0.008,0.004,0.01,-0.02
63.95,-0.017,0.14,-0.038,-0.042,-0.025,0.022,0.02,-0.03
64,-0.035,0.14,-0.038,-0.043,-0.043,0.022,0.03,-0.04
64.05,-0.035,0.14,-0.035,-0.04,-0.043,0.022,0.04,-0.04
64.1,-0.035,0.14,-0.029,-0.035,-0.043,0.022,0.04,-0.04
64.15,-0.035,0.14,-0.021,-0.027,-0.043,0.022,0.04,-0.04
64.2,-0.035,0.14,-0.012,-0.017,-0.043,0.022,0.03,-0.04
64.25,-0.035,0.14,-0.002,-0.006,-0.043,0.022,0.03,-0.03
64.3,-0.017,0.122,0.008,0.005,-0.025,0.004,0.02,-0.03
64.35,-0.017,0.122,0.018,0.016,-0.025,0.004,0.01,-0.02
64.4,0,0.122,0.026,0.025,-0.008,0.004,0,-0.01
64.45,0.017,0.105,0.031,0.032,0.009,-0.013,-0.01,0
64.5,0.035,0.105,0.034,0.036,0.027,-0.013,-0.02,0.01
64.55,0.035,0.105,0.035,0.038,0.027,-0.013,-0.03,0.02
64.6,0.052,0.087,0.032,0.036,0.044,-0.031,-0.04,0.03
64.65,0.052,0.087,0.027,0.032,0.044,-0.031,-0.04,0.04
64.7,0.052,0.087,0.019,0.025,0.044,-0.031,-0.04,0.04
64.75,0.052,0.087,0.01,0.015,0.044,-0.031,-0.04,0.04
64.8,0.052,0.105,0,0.005,0.044,-0.013,-0.04,0.03
64.85,0.052,0.105,-0.011,-0.006,0.044,-0.013,-0.03,0.03
64.9,0.035,0.105,-0.02,-0.017,0.027,-0.013,-0.03,0.02
64.95,0.017,0.122,-0.029,-0.027,0.009,0.004,-0.02,0.01
65,0.017,0.122,-0.035,-0.034,0.009,0.004,-0.01,0
65.05,0,0.122,-0.039,-0.039,-0.008,0.004,0,-0.01
65.1,-0.017,0.14,-0.04,-0.042,-0.025,0.022,0.01,-0.02
65.15,-0.035,0.14,-0.037,-0.041,-0.043,0.022,0.02,-0.03
65.2,-0.035,0.14,-0.033,-0.037,-0.043,0.022,0.03,-0.04
65.25,-0.035,0.14,-0.025,-0.031,-0.043,0.022,0.04,-0.04
65.3,-0.035,0.14,-0.016,-0.022,-0.043,0.022,0.04,-0.04
65.35,-0.035,0.14,-0.006,-0.012,-0.043,0.022,0.04,-0.04
65.4,-0.035,0.14,0.004,-0.001,-0.043,0.022,0.03,-0.04
65.45,-0.017,0.122,0.014,0.01,-0.025,0.004,0.03,-0.03
65.5,-0.017,0.122,0.023,0.02,-0.025,0.004,0.02,-0.03
65.55,0,0.122,0.03,0.028,-0.008,0.004,0.01,-0.02
65.6,0.017,0.105,0.034,0.034,0.009,-0.013,0,-0.01
65.65,0.017,0.105,0.036,0.037,0.009,-0.013,-0.01,0
65.7,0.035,0.105,0.034,0.037,0.027,-0.013,-0.02,0.01
65.75,0.052,0.087,0.03,0.034,0.044,-0.031,-0.03,0.02
65.8,0.052,0.087,0.023,0.028,0.044,-0.031,-0.04,0.03
65.85,0.052,0.087,0.014,0.02,0.044,-0.031,-0.04,0.04
65.9,0.052,0.087,0.004,0.01,0.044,-0.031,-0.04,0.04
65.95,0.052,0.105,-0.006,-0.001,0.044,-0.013,-0.04,0.04
66,0.052,0.105,-0.017,-0.012,0.044,-0.013,-0.04,0.03
66.05,0.035,0.105,-0.026,-0.022,0.027,-0.013,-0.03,0.03
66.1,0.017,0.122,-0.033,-0.03,0.009,0.004,-0.03,0.02
66.15,0.017,0.122,-0.038,-0.036,0.009,0.004,-0.02,0.01
66.2,0,0.122,-0.041,-0.04,-0.008,0.004,-0.01,0
66.25,-0.017,0.14,-0.04,-0.041,-0.025,0.022,0,-0.01
66.3,-0.017,0.14,-0.036,-0.038,-0.025,0.022,0.01,-0.02
66.35,-0.035,0.14,-0.03,-0.033,-0.043,0.022,0.02,-0.03
66.4,-0.035,0.14,-0.021,-0.026,-0.043,0.022,0.03,-0.04
66.45,-0.035,0.14,-0.011,-0.016,-0.043,0.022,0.04,-0.04
66.5,-0.035,0.14,0,-0.006,-0.043,0.022,0.04,-0.04
66.55,-0.035,0.14,0.01,0.005,-0.043,0.022,0.04,-0.04
66.6,-0.035,0.122,0.02,0.015,-0.043,0.004,0.03,-0.04
66.65,-0.017,0.122,0.028,0.024,-0.025,0.004,0.03,-0.03
66.7,0,0.122,0.034,0.03,-0.008,0.004,0.02,-0.03
66.75,0.017,0.105,0.037,0.035,0.009,-0.013,0.01,-0.02
66.8,0.017,0.105,0.037,0.036,0.009,-0.013,0,-0.01
66.85,0.035,0.105,0.033,0.034,0.027,-0.013,-0.01,0
66.9,0.052,0.087,0.028,0.03,0.044,-0.031,-0.02,0.01
66.95,0.052,0.087,0.019,0.023,0.044,-0.031,-0.03,0.02
67,0.052,0.087,0.009,0.014,0.044,-0.031,-0.04,0.03
67.05,0.052,0.087,-0.001,0.004,0.044,-0.031,-0.04,0.04
67.1,0.052,0.105,-0.012,-0.007,0.044,-0.013,-0.04,0.04
67.15,0.052,0.105,-0.022,-0.017,0.044,-0.013,-0.04,0.04
67.2,0.035,0.105,-0.031,-0.026,0.027,-0.013,-0.04,0.03
67.25,0.017,0.122,-0.037,-0.033,0.009,0.004,-0.03,0.03
67.3,0.017,0.122,-0.041,-0.038,0.009,0.004,-0.03,0.02
67.35,0,0.122,-0.042,-0.04,-0.008,0.004,-0.02,0.01
67.4,-0.017,0.14,-0.039,-0.039,-0.025,0.022,-0.01,0
67.45,-0.017,0.14,-0.034,-0.035,-0.025,0.022,0,-0.01
67.5,-0.035,0.14,-0.026,-0.028,-0.043,0.022,0.01,-0.02
67.55,-0.035,0.14,-0.016,-0.02,-0.043,0.022,0.02,-0.03
67.6,-0.035,0.14,-0.006,-0.01,-0.043,0.022,0.03,-0.04
67.65,-0.035,0.14,0.006,0,-0.043,0.022,0.04,-0.04
67.7,-0.035,0.14,0.016,0.01,-0.043,0.022,0.04,-0.04
67.75,-0.035,0.122,0.025,0.02,-0.043,0.004,0.04,-0.04
67.8,-0.017,0.122,0.032,0.027,-0.025,0.004,0.03,-0.04
67.85,0,0.122,0.037,0.032,-0.008,0.004,0.03,-0.03
67.9,0,0.105,0.038,0.035,-0.008,-0.013,0.02,-0.03
67.95,0.017,0.105,0.036,0.034,0.009,-0.013,0.01,-0.02
68,0.035,0.105,0.032,0.031,0.027,-0.013,0,-0.01
68.05,0.035,0.087,0.024,0.025,0.027,-0.031,-0.01,0
68.1,0.052,0.087,0.015,0.017,0.044,-0.031,-0.02,0.01
68.15,0.052,0.087,0.004,0.008,0.044,-0.031,-0.03,0.02
68.2,0.052,0.087,-0.007,-0.002,0.044,-0.031,-0.04,0.03
68.25,0.052,0.105,-0.018,-0.013,0.044,-0.013,-0.04,0.04
68.3,0.052,0.105,-0.027,-0.022,0.044,-0.013,-0.04,0.04
68.35,0.035,0.105,-0.035,-0.03,0.027,-0.013,-0.04,0.04
68.4,0.035,0.122,-0.04,-0.035,0.027,0.004,-0.04,0.03
68.45,0.017,0.122,-0.043,-0.038,0.009,0.004,-0.03,0.03
68.5,0,0.122,-0.042,-0.038,-0.008,0.004,-0.03,0.02
68.55,-0.017,0.14,-0.038,-0.036,-0.025,0.022,-0.02,0.01
68.6,-0.017,0.14,-0.031,-0.03,-0.025,0.022,-0.01,0
68.65,-0.035,0.14,-0.022,-0.023,-0.043,0.022,0,-0.01
68.7,-0.035,0.14,-0.011,-0.014,-0.043,0.022,0.01,-0.02
68.75,-0.035,0.14,0,-0.004,-0.043,0.022,0.02,-0.03
68.8,-0.035,0.14,0.011,0.006,-0.043,0.022,0.03,-0.04
68.85,-0.035,0.14,0.021,0.016,-0.043,0.022,0.04,-0.04
68.9,-0.035,0.14,0.029,0.024,-0.043,0.022,0.04,-0.04
68.95,-0.017,0.122,0.035,0.03,-0.025,0.004,0.04,-0.04
69,0,0.122,0.038,0.033,-0.008,0.004,0.03,-0.04
69.05,0,0.105,0.038,0.034,-0.008,-0.013,0.03,-0.03
69.1,0.017,0.105,0.035,0.032,0.009,-0.013,0.02,-0.03
69.15,0.035,0.105,0.029,0.027,0.027,-0.013,0.01,-0.02
69.2,0.035,0.087,0.02,0.02,0.027,-0.031,0,-0.01
69.25,0.052,0.087,0.01,0.011,0.044,-0.031,-0.01,0.01
69.3,0.052,0.087,-0.001,0.001,0.044,-0.031,-0.02,0.02
69.35,0.052,0.087,-0.012,-0.009,0.044,-0.031,-0.03,0.02
69.4,0.052,0.105,-0.023,-0.018,0.044,-0.013,-0.04,0.03
69.45,0.052,0.105,-0.032,-0.027,0.044,-0.013,-0.04,0.04
69.5,0.035,0.105,-0.039,-0.033,0.027,-0.013,-0.04,0.04
69.55,0.035,0.122,-0.042,-0.037,0.027,0.004,-0.04,0.04
69.6,0.017,0.122,-0.043,-0.038,0.009,0.004,-0.04,0.03
69.65,0,0.122,-0.041,-0.036,-0.008,0.004,-0.03,0.03
69.7,0,0.14,-0.035,-0.032,-0.008,0.022,-0.03,0.02
69.75,-0.017,0.14,-0.027,-0.025,-0.025,0.022,-0.02,0.01
69.8,-0.035,0.14,-0.017,-0.017,-0.043,0.022,-0.01,0
69.85,-0.035,0.14,-0.006,-0.007,-0.043,0.022,0.01,-0.01
69.9,-0.035,0.14,0.005,0.003,-0.043,0.022,0.02,-0.02
69.95,-0.035,0.14,0.016,0.013,-0.043,0.022,0.02,-0.03
70,-0.035,0.14,0.026,0.021,-0.043,0.022,0.03,-0.04
70.05,-0.035,0.14,0.033,0.028,-0.043,0.022,0.04,-0.04
70.1,-0.017,0.122,0.038,0.032,-0.025,0.004,0.04,-0.04
70.15,0,0.122,0.039,0.034,-0.008,0.004,0.04,-0.04
70.2,0,0.105,0.038,0.032,-0.008,-0.013,0.03,-0.04
70.25,0.017,0.105,0.033,0.029,0.009,-0.013,0.03,-0.03
70.3,0.035,0.105,0.026,0.022,0.027,-0.013,0.02,-0.03
70.35,0.035,0.087,0.016,0.014,0.027,-0.031,0.01,-0.02
70.4,0.052,0.087,0.005,0.005,0.044,-0.031,0,-0.01
70.45,0.052,0.087,-0.006,-0.005,0.044,-0.031,-0.01,0.01
70.5,0.052,0.087,-0.017,-0.015,0.044,-0.031,-0.02,0.02
70.55,0.052,0.105,-0.027,-0.024,0.044,-0.013,-0.03,0.02
70.6,0.052,0.105,-0.035,-0.031,0.044,-0.013,-0.04,0.03
70.65,0.035,0.105,-0.041,-0.036,0.027,-0.013,-0.04,0.04
70.7,0.035,0.122,-0.043,-0.038,0.027,0.004,-0.04,0.04
70.75,0.017,0.122,-0.043,-0.037,0.009,0.004,-0.04,0.04
70.8,0,0.122,-0.039,-0.034,-0.008,0.004,-0.04,0.03
70.85,0,0.14,-0.032,-0.028,-0.008,0.022,-0.03,0.03
70.9,-0.017,0.14,-0.023,-0.02,-0.025,0.022,-0.03,0.02
70.95,-0.035,0.14,-0.012,-0.01,-0.043,0.022,-0.02,0.01
71,-0.035,0.14,-0.001,-0.001,-0.043,0.022,-0.01,0
71.05,-0.035,0.14,0.01,0.009,-0.043,0.022,0.01,-0.01
71.1,-0.035,0.14,0.021,0.018,-0.043,0.022,0.02,-0.02
71.15,-0.035,0.14,0.029,0.026,-0.043,0.022,0.02,-0.03
71.2,-0.035,0.14,0.035,0.031,-0.043,0.022,0.03,-0.04
71.25,-0.017,0.122,0.039,0.033,-0.025,0.004,0.04,-0.04
71.3,-0.017,0.122,0.039,0.033,-0.025,0.004,0.04,-0.04
71.35,0,0.105,0.036,0.03,-0.008,-0.013,0.04,-0.04
71.4,0.017,0.105,0.03,0.025,0.009,-0.013,0.03,-0.04
71.45,0.035,0.105,0.021,0.017,0.027,-0.013,0.03,-0.03
71.5,0.035,0.087,0.011,0.008,0.027,-0.031,0.02,-0.02
71.55,0.052,0.087,0,-0.002,0.044,-0.031,0.01,-0.02
71.6,0.052,0.087,-0.011,-0.012,0.044,-0.031,0,-0.01
71.65,0.052,0.087,-0.022,-0.021,0.044,-0.031,-0.01,0.01
71.7,0.052,0.105,-0.031,-0.029,0.044,-0.013,-0.02,0.02
