Time (s),_1 Data,_2 Data,_1 Solution,_2 Solution,,,,,,,,,,,
113.15,0.0793,-0.0661,-0.02,0,,,,,,,,,,,
113.2,0.0623,-0.0491,0.02,-0.03,,,,,,,,,,,
113.25,0.0443,-0.0311,0.05,-0.06,,,,,,,,,,,
113.3,0.0093,-0.0141,0.08,-0.09,,,,,,,,,,,
113.35,-0.0077,0.0039,0.1,-0.11,,,,,,,,,,,
113.4,-0.0427,0.0389,0.12,-0.12,,,,,,,,,,,
113.45,-0.0607,0.0559,0.13,-0.12,,,,,,,,,,,
113.5,-0.0777,0.0729,0.13,-0.12,,,,,,,,,,,
113.55,-0.0947,0.0729,0.12,-0.11,,,,,,,,,,,
113.6,-0.0947,0.0909,0.1,-0.09,,,,,,,,,,,
113.65,-0.0947,0.0909,0.08,-0.07,,,,,,,,,,,
113.7,-0.0947,0.0729,0.05,-0.04,,,,,,,,,,,
113.75,-0.0777,0.0729,0.01,-0.01,,,,,,,,,,,
113.8,-0.0607,0.0559,-0.02,0.02,,,,,,,,,,,
113.85,-0.0257,0.0209,-0.06,0.05,,,,,,,,,,,
113.9,-0.0077,0.0039,-0.08,0.08,,,,,,,,,,,
113.95,0.0273,-0.0141,-0.11,0.1,,,,,,,,,,,
114,0.0443,-0.0311,-0.13,0.11,,,,,,,,,,,
114.05,0.0623,-0.0661,-0.13,0.12,,,,,,,,,,,
114.1,0.0793,-0.0661,-0.13,0.11,,,,,,,,,,,
114.15,0.0973,-0.0841,-0.12,0.1,,,,,,,,,,,
114.2,0.0973,-0.0841,-0.11,0.09,,,,,,,,,,,
114.25,0.0973,-0.0841,-0.08,0.06,,,,,,,,,,,
114.3,0.0793,-0.0661,-0.05,0.03,,,,,,,,,,,
114.35,0.0623,-0.0661,-0.02,0,,,,,,,,,,,
114.4,0.0443,-0.0311,0.02,-0.03,,,,,,,,,,,
114.45,0.0273,-0.0141,0.05,-0.06,,,,,,,,,,,
114.5,-0.0077,0.0039,0.08,-0.08,,,,,,,,,,,
114.55,-0.0257,0.0209,0.11,-0.1,,,,,,,,,,,
114.6,-0.0607,0.0559,0.12,-0.12,,,,,,,,,,,
114.65,-0.0777,0.0559,0.13,-0.12,,,,,,,,,,,
114.7,-0.0947,0.0729,0.13,-0.12,,,,,,,,,,,
114.75,-0.0947,0.0909,0.12,-0.11,,,,,,,,,,,
114.8,-0.0947,0.0909,0.1,-0.09,,,,,,,,,,,
114.85,-0.0947,0.0729,0.07,-0.07,,,,,,,,,,,
114.9,-0.0777,0.0729,0.04,-0.04,,,,,,,,,,,
114.95,-0.0607,0.0559,0.01,-0.01,,,,,,,,,,,
115,-0.0427,0.0389,-0.03,0.02,,,,,,,,,,,
115.05,-0.0077,0.0039,-0.06,0.05,,,,,,,,,,,
115.1,0.0273,-0.0141,-0.09,0.07,,,,,,,,,,,
115.15,0.0443,-0.0311,-0.11,0.1,,,,,,,,,,,
115.2,0.0623,-0.0491,-0.13,0.11,,,,,,,,,,,
115.25,0.0793,-0.0661,-0.14,0.12,,,,,,,,,,,
115.3,0.0973,-0.0841,-0.13,0.11,,,,,,,,,,,
115.35,0.0973,-0.0841,-0.12,0.1,,,,,,,,,,,
115.4,0.0973,-0.0841,-0.1,0.09,,,,,,,,,,,
115.45,0.0793,-0.0661,-0.08,0.07,,,,,,,,,,,
115.5,0.0793,-0.0661,-0.05,0.04,,,,,,,,,,,
115.55,0.0443,-0.0491,-0.01,0.01,,,,,,,,,,,
115.6,0.0273,-0.0141,0.02,-0.02,,,,,,,,,,,
115.65,-0.0077,0.0039,0.06,-0.05,,,,,,,,,,,
115.7,-0.0257,0.0209,0.08,-0.08,,,,,,,,,,,
115.75,-0.0607,0.0389,0.11,-0.1,,,,,,,,,,,
115.8,-0.0777,0.0559,0.12,-0.11,,,,,,,,,,,
115.85,-0.0947,0.0729,0.13,-0.12,,,,,,,,,,,
115.9,-0.0947,0.0909,0.13,-0.12,,,,,,,,,,,
115.95,-0.0947,0.0909,0.12,-0.11,,,,,,,,,,,
116,-0.0947,0.0729,0.1,-0.09,,,,,,,,,,,
116.05,-0.0777,0.0729,0.07,-0.07,,,,,,,,,,,
116.1,-0.0607,0.0559,0.04,-0.04,,,,,,,,,,,
116.15,-0.0427,0.0389,0.01,-0.01,,,,,,,,,,,
116.2,-0.0077,0.0039,-0.03,0.02,,,,,,,,,,,
116.25,0.0093,-0.0141,-0.06,0.05,,,,,,,,,,,
116.3,0.0443,-0.0311,-0.09,0.07,,,,,,,,,,,
116.35,0.0623,-0.0491,-0.11,0.09,,,,,,,,,,,
116.4,0.0793,-0.0661,-0.13,0.11,,,,,,,,,,,
116.45,0.0973,-0.0841,-0.13,0.12,,,,,,,,,,,
116.5,0.0973,-0.0841,-0.13,0.12,,,,,,,,,,,
116.55,0.0973,-0.0841,-0.12,0.11,,,,,,,,,,,
116.6,0.0973,-0.0661,-0.1,0.09,,,,,,,,,,,
116.65,0.0793,-0.0661,-0.07,0.07,,,,,,,,,,,
116.7,0.0443,-0.0491,-0.04,0.04,,,,,,,,,,,
116.75,0.0273,-0.0311,-0.01,0.01,,,,,,,,,,,
116.8,-0.0077,0.0039,0.03,-0.02,,,,,,,,,,,
116.85,-0.0257,0.0209,0.06,-0.05,,,,,,,,,,,
116.9,-0.0607,0.0389,0.09,-0.08,,,,,,,,,,,
116.95,-0.0777,0.0559,0.11,-0.1,,,,,,,,,,,
117,-0.0947,0.0729,0.12,-0.11,,,,,,,,,,,
117.05,-0.0947,0.0729,0.13,-0.12,,,,,,,,,,,
117.1,-0.0947,0.0909,0.13,-0.12,,,,,,,,,,,
117.15,-0.0947,0.0729,0.11,-0.11,,,,,,,,,,,
117.2,-0.0777,0.0729,0.09,-0.1,,,,,,,,,,,
117.25,-0.0607,0.0559,0.07,-0.08,,,,,,,,,,,
117.3,-0.0427,0.0389,0.04,-0.05,,,,,,,,,,,
117.35,-0.0077,0.0209,0,-0.02,,,,,,,,,,,
117.4,0.0093,-0.0141,-0.03,0.01,,,,,,,,,,,
117.45,0.0443,-0.0311,-0.06,0.04,,,,,,,,,,,
117.5,0.0623,-0.0491,-0.09,0.07,,,,,,,,,,,
117.55,0.0793,-0.0661,-0.11,0.09,,,,,,,,,,,
117.6,0.0973,-0.0841,-0.13,0.11,,,,,,,,,,,
117.65,0.0973,-0.0841,-0.13,0.12,,,,,,,,,,,
117.7,0.0973,-0.0841,-0.13,0.12,,,,,,,,,,,
117.75,0.0973,-0.0841,-0.12,0.11,,,,,,,,,,,
117.8,0.0793,-0.0661,-0.1,0.1,,,,,,,,,,,
117.85,0.0623,-0.0491,-0.07,0.07,,,,,,,,,,,
117.9,0.0273,-0.0311,-0.04,0.05,,,,,,,,,,,
117.95,0.0093,0.0039,-0.01,0.01,,,,,,,,,,,
118,-0.0257,0.0209,0.03,-0.02,,,,,,,,,,,
118.05,-0.0427,0.0389,0.06,-0.05,,,,,,,,,,,
118.1,-0.0777,0.0559,0.09,-0.08,,,,,,,,,,,
118.15,-0.0947,0.0729,0.11,-0.1,,,,,,,,,,,
118.2,-0.0947,0.0729,0.12,-0.12,,,,,,,,,,,
118.25,-0.0947,0.0909,0.13,-0.13,,,,,,,,,,,
118.3,-0.0947,0.0729,0.12,-0.13,,,,,,,,,,,
118.35,-0.0777,0.0729,0.11,-0.12,,,,,,,,,,,
118.4,-0.0607,0.0559,0.09,-0.1,,,,,,,,,,,
118.45,-0.0427,0.0389,0.06,-0.08,,,,,,,,,,,
118.5,-0.0257,0.0209,0.03,-0.05,,,,,,,,,,,
118.55,0.0093,-0.0141,0,-0.02,,,,,,,,,,,
118.6,0.0273,-0.0311,-0.03,0.01,,,,,,,,,,,
118.65,0.0623,-0.0491,-0.06,0.04,,,,,,,,,,,
118.7,0.0793,-0.0661,-0.09,0.07,,,,,,,,,,,
118.75,0.0973,-0.0841,-0.11,0.1,,,,,,,,,,,
118.8,0.0973,-0.0841,-0.12,0.11,,,,,,,,,,,
118.85,0.0973,-0.0841,-0.13,0.12,,,,,,,,,,,
118.9,0.0973,-0.0841,-0.13,0.12,,,,,,,,,,,
118.95,0.0793,-0.0661,-0.11,0.11,,,,,,,,,,,
119,0.0623,-0.0491,-0.09,0.1,,,,,,,,,,,
119.05,0.0273,-0.0311,-0.07,0.08,,,,,,,,,,,
119.1,0.0093,-0.0141,-0.04,0.05,,,,,,,,,,,
119.15,-0.0257,0.0209,-0.01,0.02,,,,,,,,,,,
119.2,-0.0427,0.0389,0.03,-0.02,,,,,,,,,,,
119.25,-0.0607,0.0559,0.06,-0.05,,,,,,,,,,,
119.3,-0.0777,0.0729,0.08,-0.08,,,,,,,,,,,
119.35,-0.0947,0.0729,0.1,-0.1,,,,,,,,,,,
119.4,-0.0947,0.0729,0.12,-0.12,,,,,,,,,,,
119.45,-0.0947,0.0729,0.12,-0.13,,,,,,,,,,,
119.5,-0.0777,0.0729,0.12,-0.13,,,,,,,,,,,
119.55,-0.0607,0.0559,0.11,-0.12,,,,,,,,,,,
119.6,-0.0427,0.0389,0.09,-0.1,,,,,,,,,,,
119.65,-0.0257,0.0209,0.06,-0.08,,,,,,,,,,,
119.7,0.0093,0.0039,0.03,-0.05,,,,,,,,,,,
119.75,0.0273,-0.0311,0,-0.02,,,,,,,,,,,
119.8,0.0623,-0.0491,-0.03,0.01,,,,,,,,,,,
119.85,0.0793,-0.0661,-0.06,0.05,,,,,,,,,,,
119.9,0.0973,-0.0661,-0.09,0.08,,,,,,,,,,,
119.95,0.0973,-0.0841,-0.11,0.1,,,,,,,,,,,
120,0.0973,-0.0841,-0.12,0.12,,,,,,,,,,,
