Time (s),_1 Data,_2 Data,_1 Solution,_2 Solution,,,,,,,,,,,
20.06,-0.0947,0.0909,0.03,-0.04,,,,,,,,,,,
20.11,-0.0607,0.0729,-0.01,-0.01,,,,,,,,,,,
20.16,-0.0257,0.0389,-0.04,0.03,,,,,,,,,,,
20.21,0.0273,-0.0141,-0.06,0.06,,,,,,,,,,,
20.26,0.0623,-0.0491,-0.09,0.09,,,,,,,,,,,
20.31,0.0973,-0.0841,-0.11,0.11,,,,,,,,,,,
20.36,0.1313,-0.1011,-0.12,0.12,,,,,,,,,,,
20.41,0.1493,-0.1191,-0.12,0.13,,,,,,,,,,,
20.46,0.1663,-0.1361,-0.12,0.13,,,,,,,,,,,
20.51,0.1663,-0.1361,-0.11,0.11,,,,,,,,,,,
20.56,0.1493,-0.1361,-0.09,0.09,,,,,,,,,,,
20.61,0.1143,-0.1191,-0.06,0.07,,,,,,,,,,,
20.66,0.0793,-0.0841,-0.03,0.04,,,,,,,,,,,
20.71,0.0443,-0.0491,0,0,,,,,,,,,,,
20.76,0.0093,-0.0141,0.03,-0.03,,,,,,,,,,,
20.81,-0.0427,0.0209,0.06,-0.07,,,,,,,,,,,
20.86,-0.0777,0.0559,0.08,-0.09,,,,,,,,,,,
20.91,-0.1127,0.0909,0.1,-0.12,,,,,,,,,,,
20.96,-0.1477,0.1079,0.11,-0.13,,,,,,,,,,,
21.01,-0.1647,0.1259,0.12,-0.14,,,,,,,,,,,
21.06,-0.1647,0.1429,0.11,-0.13,,,,,,,,,,,
21.11,-0.1477,0.1429,0.1,-0.12,,,,,,,,,,,
21.16,-0.1297,0.1259,0.08,-0.1,,,,,,,,,,,
21.21,-0.1127,0.1079,0.06,-0.07,,,,,,,,,,,
21.26,-0.0777,0.0729,0.03,-0.04,,,,,,,,,,,
21.31,-0.0257,0.0389,0,-0.01,,,,,,,,,,,
21.36,0.0093,0.0039,-0.03,0.03,,,,,,,,,,,
21.41,0.0623,-0.0311,-0.06,0.06,,,,,,,,,,,
21.46,0.0973,-0.0661,-0.09,0.09,,,,,,,,,,,
21.51,0.1313,-0.1011,-0.1,0.11,,,,,,,,,,,
21.56,0.1493,-0.1191,-0.12,0.13,,,,,,,,,,,
21.61,0.1663,-0.1361,-0.12,0.13,,,,,,,,,,,
21.66,0.1663,-0.1361,-0.12,0.13,,,,,,,,,,,
21.71,0.1493,-0.1361,-0.11,0.11,,,,,,,,,,,
21.76,0.1313,-0.1191,-0.09,0.09,,,,,,,,,,,
21.81,0.0973,-0.0841,-0.06,0.07,,,,,,,,,,,
21.86,0.0443,-0.0491,-0.04,0.03,,,,,,,,,,,
21.91,0.0093,-0.0141,-0.01,0,,,,,,,,,,,
21.96,-0.0427,0.0209,0.03,-0.04,,,,,,,,,,,
22.01,-0.0777,0.0559,0.05,-0.07,,,,,,,,,,,
22.06,-0.1127,0.0909,0.08,-0.1,,,,,,,,,,,
22.11,-0.1477,0.1079,0.1,-0.12,,,,,,,,,,,
22.16,-0.1647,0.1259,0.11,-0.13,,,,,,,,,,,
22.21,-0.1647,0.1429,0.12,-0.14,,,,,,,,,,,
22.26,-0.1647,0.1429,0.11,-0.13,,,,,,,,,,,
22.31,-0.1477,0.1259,0.1,-0.12,,,,,,,,,,,
22.36,-0.1127,0.1079,0.08,-0.1,,,,,,,,,,,
22.41,-0.0777,0.0729,0.06,-0.07,,,,,,,,,,,
22.46,-0.0427,0.0389,0.03,-0.04,,,,,,,,,,,
22.51,0.0093,0.0039,0,0,,,,,,,,,,,
22.56,0.0443,-0.0311,-0.03,0.03,,,,,,,,,,,
22.61,0.0973,-0.0661,-0.06,0.06,,,,,,,,,,,
22.66,0.1313,-0.1011,-0.08,0.09,,,,,,,,,,,
22.71,0.1493,-0.1191,-0.1,0.11,,,,,,,,,,,
22.76,0.1663,-0.1361,-0.12,0.13,,,,,,,,,,,
22.81,0.1663,-0.1361,-0.12,0.13,,,,,,,,,,,
22.86,0.1493,-0.1361,-0.12,0.12,,,,,,,,,,,
22.91,0.1313,-0.1191,-0.11,0.11,,,,,,,,,,,
22.96,0.0973,-0.0841,-0.09,0.09,,,,,,,,,,,
23.01,0.0623,-0.0661,-0.07,0.06,,,,,,,,,,,
23.06,0.0093,-0.0311,-0.04,0.03,,,,,,,,,,,
23.11,-0.0257,0.0039,-0.01,0,,,,,,,,,,,
23.16,-0.0777,0.0389,0.02,-0.04,,,,,,,,,,,
23.21,-0.1127,0.0729,0.05,-0.07,,,,,,,,,,,
23.26,-0.1297,0.1079,0.08,-0.1,,,,,,,,,,,
23.31,-0.1477,0.1259,0.1,-0.12,,,,,,,,,,,
23.36,-0.1647,0.1259,0.11,-0.13,,,,,,,,,,,
23.41,-0.1647,0.1259,0.12,-0.13,,,,,,,,,,,
23.46,-0.1477,0.1259,0.12,-0.13,,,,,,,,,,,
23.51,-0.1127,0.1079,0.11,-0.11,,,,,,,,,,,
23.56,-0.0777,0.0729,0.09,-0.09,,,,,,,,,,,
23.61,-0.0427,0.0389,0.06,-0.07,,,,,,,,,,,
23.66,0.0093,0.0039,0.04,-0.03,,,,,,,,,,,
23.71,0.0443,-0.0311,0.01,0,,,,,,,,,,,
23.76,0.0793,-0.0661,-0.03,0.03,,,,,,,,,,,
23.81,0.1143,-0.0841,-0.06,0.07,,,,,,,,,,,
23.86,0.1493,-0.1191,-0.08,0.09,,,,,,,,,,,
23.91,0.1663,-0.1361,-0.1,0.11,,,,,,,,,,,
23.96,0.1663,-0.1361,-0.12,0.12,,,,,,,,,,,
24.01,0.1493,-0.1361,-0.12,0.13,,,,,,,,,,,
24.06,0.1313,-0.1191,-0.12,0.12,,,,,,,,,,,
24.11,0.0973,-0.1011,-0.11,0.11,,,,,,,,,,,
24.16,0.0623,-0.0661,-0.1,0.09,,,,,,,,,,,
24.21,0.0273,-0.0311,-0.07,0.06,,,,,,,,,,,
24.26,-0.0257,0.0039,-0.04,0.03,,,,,,,,,,,
24.31,-0.0607,0.0389,-0.01,-0.01,,,,,,,,,,,
24.36,-0.0947,0.0729,0.02,-0.04,,,,,,,,,,,
24.41,-0.1297,0.1079,0.05,-0.07,,,,,,,,,,,
24.46,-0.1477,0.1259,0.08,-0.1,,,,,,,,,,,
24.51,-0.1647,0.1259,0.1,-0.12,,,,,,,,,,,
24.56,-0.1647,0.1259,0.11,-0.13,,,,,,,,,,,
24.61,-0.1477,0.1259,0.12,-0.13,,,,,,,,,,,
24.66,-0.1127,0.1079,0.12,-0.12,,,,,,,,,,,
24.71,-0.0947,0.0729,0.11,-0.11,,,,,,,,,,,
24.76,-0.0427,0.0559,0.09,-0.09,,,,,,,,,,,
24.81,-0.0077,0.0209,0.07,-0.06,,,,,,,,,,,
24.86,0.0443,-0.0141,0.04,-0.03,,,,,,,,,,,
24.91,0.0793,-0.0491,0.01,0,,,,,,,,,,,
24.96,0.1143,-0.0841,-0.03,0.04,,,,,,,,,,,
25.01,0.1493,-0.1191,-0.06,0.07,,,,,,,,,,,
25.06,0.1493,-0.1191,-0.08,0.09,,,,,,,,,,,
25.11,0.1663,-0.1361,-0.11,0.11,,,,,,,,,,,
25.16,0.1493,-0.1361,-0.12,0.12,,,,,,,,,,,
25.21,0.1313,-0.1191,-0.13,0.12,,,,,,,,,,,
25.26,0.1143,-0.1011,-0.13,0.12,,,,,,,,,,,
25.31,0.0793,-0.0661,-0.12,0.1,,,,,,,,,,,
25.36,0.0273,-0.0311,-0.1,0.08,,,,,,,,,,,
25.41,-0.0077,0.0039,-0.07,0.06,,,,,,,,,,,
25.46,-0.0607,0.0389,-0.04,0.03,,,,,,,,,,,
25.51,-0.0947,0.0729,-0.01,-0.01,,,,,,,,,,,
25.56,-0.1297,0.0909,0.02,-0.04,,,,,,,,,,,
25.61,-0.1477,0.1259,0.05,-0.07,,,,,,,,,,,
25.66,-0.1647,0.1259,0.08,-0.09,,,,,,,,,,,
25.71,-0.1647,0.1259,0.1,-0.11,,,,,,,,,,,
25.76,-0.1477,0.1259,0.12,-0.12,,,,,,,,,,,
25.81,-0.1297,0.1079,0.13,-0.13,,,,,,,,,,,
25.86,-0.0947,0.0909,0.12,-0.12,,,,,,,,,,,
25.91,-0.0607,0.0559,0.11,-0.11,,,,,,,,,,,
25.96,-0.0077,0.0209,0.09,-0.09,,,,,,,,,,,
26.01,0.0273,-0.0141,0.07,-0.06,,,,,,,,,,,
26.06,0.0793,-0.0491,0.04,-0.03,,,,,,,,,,,
26.11,0.1143,-0.0841,0.01,0,,,,,,,,,,,
26.16,0.1313,-0.1011,-0.03,0.03,,,,,,,,,,,
26.21,0.1493,-0.1191,-0.06,0.06,,,,,,,,,,,
26.26,0.1663,-0.1361,-0.09,0.09,,,,,,,,,,,
26.31,0.1493,-0.1361,-0.11,0.11,,,,,,,,,,,
26.36,0.1313,-0.1191,-0.13,0.12,,,,,,,,,,,
26.41,0.1143,-0.1011,-0.13,0.12,,,,,,,,,,,
26.46,0.0793,-0.0661,-0.13,0.11,,,,,,,,,,,
26.51,0.0273,-0.0311,-0.12,0.1,,,,,,,,,,,
26.56,-0.0077,0.0039,-0.1,0.08,,,,,,,,,,,
26.61,-0.0427,0.0389,-0.07,0.06,,,,,,,,,,,
26.66,-0.0947,0.0729,-0.04,0.03,,,,,,,,,,,
26.71,-0.1297,0.0909,-0.01,-0.01,,,,,,,,,,,
26.76,-0.1477,0.1079,0.02,-0.04,,,,,,,,,,,
26.81,-0.1647,0.1259,0.06,-0.07,,,,,,,,,,,
26.86,-0.1647,0.1259,0.08,-0.09,,,,,,,,,,,
26.91,-0.1477,0.1259,0.11,-0.11,,,,,,,,,,,
26.96,-0.1297,0.1079,0.12,-0.12,,,,,,,,,,,
27.01,-0.0947,0.0909,0.13,-0.12,,,,,,,,,,,
27.06,-0.0607,0.0559,0.13,-0.12,,,,,,,,,,,
27.11,-0.0257,0.0209,0.11,-0.11,,,,,,,,,,,
27.16,0.0273,-0.0141,0.1,-0.09,,,,,,,,,,,
27.21,0.0623,-0.0491,0.07,-0.06,,,,,,,,,,,
27.26,0.0973,-0.0841,0.04,-0.03,,,,,,,,,,,
27.31,0.1313,-0.1011,0,0,,,,,,,,,,,
27.36,0.1493,-0.1191,-0.03,0.03,,,,,,,,,,,
27.41,0.1663,-0.1361,-0.06,0.06,,,,,,,,,,,
27.46,0.1493,-0.1361,-0.09,0.08,,,,,,,,,,,
27.51,0.1493,-0.1191,-0.11,0.1,,,,,,,,,,,
27.56,0.1143,-0.1011,-0.13,0.11,,,,,,,,,,,
27.61,0.0793,-0.0841,-0.13,0.12,,,,,,,,,,,
27.66,0.0443,-0.0491,-0.13,0.11,,,,,,,,,,,
27.71,-0.0077,-0.0141,-0.12,0.1,,,,,,,,,,,
27.76,-0.0427,0.0209,-0.1,0.08,,,,,,,,,,,
27.81,-0.0777,0.0559,-0.07,0.06,,,,,,,,,,,
27.86,-0.1127,0.0909,-0.04,0.03,,,,,,,,,,,
27.91,-0.1477,0.1079,-0.01,0,,,,,,,,,,,
27.96,-0.1477,0.1259,0.03,-0.03,,,,,,,,,,,
28.01,-0.1647,0.1259,0.06,-0.06,,,,,,,,,,,
28.06,-0.1477,0.1259,0.09,-0.09,,,,,,,,,,,
28.11,-0.1297,0.1079,0.11,-0.11,,,,,,,,,,,
28.16,-0.0947,0.0909,0.12,-0.12,,,,,,,,,,,
28.21,-0.0607,0.0559,0.13,-0.12,,,,,,,,,,,
28.26,-0.0257,0.0209,0.13,-0.12,,,,,,,,,,,
28.31,0.0273,-0.0141,0.11,-0.11,,,,,,,,,,,
28.36,0.0623,-0.0491,0.09,-0.09,,,,,,,,,,,
28.41,0.0973,-0.0661,0.07,-0.06,,,,,,,,,,,
28.46,0.1313,-0.1011,0.04,-0.03,,,,,,,,,,,
28.51,0.1493,-0.1191,0,0,,,,,,,,,,,
28.56,0.1663,-0.1361,-0.03,0.03,,,,,,,,,,,
28.61,0.1493,-0.1361,-0.07,0.06,,,,,,,,,,,
28.66,0.1493,-0.1191,-0.09,0.08,,,,,,,,,,,
28.71,0.1143,-0.1011,-0.12,0.1,,,,,,,,,,,
28.76,0.0793,-0.0841,-0.13,0.11,,,,,,,,,,,
28.81,0.0443,-0.0491,-0.14,0.12,,,,,,,,,,,
28.86,0.0093,-0.0141,-0.13,0.11,,,,,,,,,,,
28.91,-0.0427,0.0209,-0.12,0.1,,,,,,,,,,,
28.96,-0.0777,0.0559,-0.1,0.08,,,,,,,,,,,
29.01,-0.1127,0.0909,-0.07,0.06,,,,,,,,,,,
29.06,-0.1297,0.1079,-0.04,0.03,,,,,,,,,,,
29.11,-0.1477,0.1259,0,0,,,,,,,,,,,
29.16,-0.1647,0.1259,0.03,-0.03,,,,,,,,,,,
29.21,-0.1477,0.1259,0.06,-0.06,,,,,,,,,,,
29.26,-0.1297,0.1079,0.09,-0.08,,,,,,,,,,,
29.31,-0.1127,0.0909,0.11,-0.1,,,,,,,,,,,
29.36,-0.0777,0.0729,0.13,-0.12,,,,,,,,,,,
29.41,-0.0257,0.0389,0.13,-0.12,,,,,,,,,,,
29.46,0.0093,0.0039,0.13,-0.12,,,,,,,,,,,
29.51,0.0623,-0.0311,0.11,-0.11,,,,,,,,,,,
29.56,0.0973,-0.0661,0.09,-0.09,,,,,,,,,,,
29.61,0.1313,-0.1011,0.06,-0.07,,,,,,,,,,,
29.66,0.1493,-0.1191,0.03,-0.04,,,,,,,,,,,
29.71,0.1493,-0.1361,0,-0.01,,,,,,,,,,,
29.76,0.1493,-0.1361,-0.04,0.02,,,,,,,,,,,
29.81,0.1493,-0.1191,-0.07,0.05,,,,,,,,,,,
29.86,0.1313,-0.1011,-0.1,0.08,,,,,,,,,,,
29.91,0.0973,-0.0841,-0.12,0.1,,,,,,,,,,,
29.96,0.0623,-0.0491,-0.13,0.11,,,,,,,,,,,
30.01,0.0093,-0.0141,-0.14,0.12,,,,,,,,,,,
30.06,-0.0257,0.0209,-0.13,0.11,,,,,,,,,,,
30.11,-0.0777,0.0559,-0.12,0.1,,,,,,,,,,,
30.16,-0.1127,0.0729,-0.1,0.09,,,,,,,,,,,
30.21,-0.1297,0.1079,-0.07,0.06,,,,,,,,,,,
30.26,-0.1477,0.1259,-0.04,0.04,,,,,,,,,,,
30.31,-0.1647,0.1259,0,0,,,,,,,,,,,
30.36,-0.1477,0.1259,0.03,-0.03,,,,,,,,,,,
30.41,-0.1297,0.1079,0.06,-0.06,,,,,,,,,,,
30.46,-0.1127,0.0909,0.09,-0.08,,,,,,,,,,,
30.51,-0.0777,0.0729,0.11,-0.1,,,,,,,,,,,
30.56,-0.0427,0.0389,0.13,-0.12,,,,,,,,,,,
30.61,0.0093,0.0039,0.13,-0.12,,,,,,,,,,,
30.66,0.0443,-0.0311,0.12,-0.12,,,,,,,,,,,
30.71,0.0793,-0.0661,0.11,-0.11,,,,,,,,,,,
30.76,0.1143,-0.1011,0.09,-0.09,,,,,,,,,,,
30.81,0.1493,-0.1191,0.06,-0.07,,,,,,,,,,,
30.86,0.1493,-0.1191,0.03,-0.04,,,,,,,,,,,
30.91,0.1493,-0.1361,-0.01,-0.01,,,,,,,,,,,
30.96,0.1493,-0.1191,-0.04,0.02,,,,,,,,,,,
31.01,0.1313,-0.1011,-0.07,0.05,,,,,,,,,,,
31.06,0.0973,-0.0841,-0.1,0.08,,,,,,,,,,,
31.11,0.0623,-0.0491,-0.12,0.1,,,,,,,,,,,
31.16,0.0273,-0.0141,-0.13,0.11,,,,,,,,,,,
31.21,-0.0257,0.0209,-0.13,0.12,,,,,,,,,,,
31.26,-0.0607,0.0389,-0.13,0.12,,,,,,,,,,,
31.31,-0.0947,0.0729,-0.11,0.11,,,,,,,,,,,
31.36,-0.1297,0.1079,-0.09,0.09,,,,,,,,,,,
31.41,-0.1477,0.1259,-0.06,0.07,,,,,,,,,,,
31.46,-0.1647,0.1259,-0.03,0.04,,,,,,,,,,,
31.51,-0.1477,0.1259,0,0.01,,,,,,,,,,,
31.56,-0.1477,0.1079,0.03,-0.03,,,,,,,,,,,
31.61,-0.1127,0.0909,0.07,-0.06,,,,,,,,,,,
31.66,-0.0777,0.0729,0.09,-0.08,,,,,,,,,,,
31.71,-0.0427,0.0389,0.11,-0.1,,,,,,,,,,,
31.76,-0.0077,0.0039,0.12,-0.12,,,,,,,,,,,
31.81,0.0443,-0.0311,0.13,-0.13,,,,,,,,,,,
31.86,0.0793,-0.0661,0.12,-0.12,,,,,,,,,,,
31.91,0.1143,-0.0841,0.11,-0.11,,,,,,,,,,,
31.96,0.1313,-0.1191,0.08,-0.1,,,,,,,,,,,
32.01,0.1493,-0.1191,0.06,-0.07,,,,,,,,,,,
32.06,0.1493,-0.1361,0.03,-0.04,,,,,,,,,,,
32.11,0.1493,-0.1191,-0.01,-0.01,,,,,,,,,,,
32.16,0.1313,-0.1011,-0.04,0.02,,,,,,,,,,,
32.21,0.0973,-0.0841,-0.07,0.05,,,,,,,,,,,
32.26,0.0623,-0.0661,-0.1,0.08,,,,,,,,,,,
32.31,0.0273,-0.0311,-0.11,0.1,,,,,,,,,,,
32.36,-0.0257,0.0039,-0.13,0.12,,,,,,,,,,,
32.41,-0.0607,0.0389,-0.13,0.12,,,,,,,,,,,
32.46,-0.0947,0.0729,-0.12,0.12,,,,,,,,,,,
32.51,-0.1297,0.0909,-0.11,0.11,,,,,,,,,,,
32.56,-0.1477,0.1079,-0.09,0.09,,,,,,,,,,,
32.61,-0.1477,0.1259,-0.06,0.07,,,,,,,,,,,
32.66,-0.1477,0.1259,-0.03,0.04,,,,,,,,,,,
32.71,-0.1477,0.1259,0,0.01,,,,,,,,,,,
32.76,-0.1127,0.1079,0.03,-0.03,,,,,,,,,,,
32.81,-0.0947,0.0729,0.06,-0.06,,,,,,,,,,,
32.86,-0.0427,0.0389,0.09,-0.09,,,,,,,,,,,
32.91,-0.0077,0.0039,0.11,-0.11,,,,,,,,,,,
32.96,0.0273,-0.0311,0.12,-0.12,,,,,,,,,,,
33.01,0.0793,-0.0491,0.12,-0.13,,,,,,,,,,,
33.06,0.1143,-0.0841,0.12,-0.13,,,,,,,,,,,
33.11,0.1313,-0.1011,0.1,-0.12,,,,,,,,,,,
33.16,0.1493,-0.1191,0.08,-0.1,,,,,,,,,,,
33.21,0.1493,-0.1191,0.06,-0.08,,,,,,,,,,,
33.26,0.1493,-0.1191,0.03,-0.05,,,,,,,,,,,
33.31,0.1313,-0.1191,-0.01,-0.01,,,,,,,,,,,
33.36,0.1143,-0.0841,-0.04,0.02,,,,,,,,,,,
33.41,0.0793,-0.0661,-0.07,0.05,,,,,,,,,,,
33.46,0.0273,-0.0311,-0.09,0.08,,,,,,,,,,,
33.51,-0.0077,0.0039,-0.11,0.1,,,,,,,,,,,
33.56,-0.0607,0.0389,-0.12,0.12,,,,,,,,,,,
33.61,-0.0947,0.0729,-0.12,0.13,,,,,,,,,,,
33.66,-0.1127,0.0909,-0.12,0.13,,,,,,,,,,,
33.71,-0.1477,0.1079,-0.11,0.11,,,,,,,,,,,
33.76,-0.1477,0.1259,-0.09,0.1,,,,,,,,,,,
33.81,-0.1477,0.1259,-0.06,0.07,,,,,,,,,,,
33.86,-0.1477,0.1259,-0.03,0.04,,,,,,,,,,,
33.91,-0.1297,0.1079,0,0.01,,,,,,,,,,,
33.96,-0.0947,0.0729,0.03,-0.03,,,,,,,,,,,
34.01,-0.0607,0.0559,0.06,-0.06,,,,,,,,,,,
34.06,-0.0077,0.0209,0.09,-0.09,,,,,,,,,,,
34.11,0.0273,-0.0141,0.1,-0.11,,,,,,,,,,,
34.16,0.0623,-0.0491,0.11,-0.13,,,,,,,,,,,
34.21,0.0973,-0.0841,0.12,-0.13,,,,,,,,,,,
34.26,0.1313,-0.1011,0.11,-0.13,,,,,,,,,,,
34.31,0.1493,-0.1191,0.1,-0.12,,,,,,,,,,,
34.36,0.1493,-0.1191,0.08,-0.1,,,,,,,,,,,
34.41,0.1493,-0.1191,0.06,-0.08,,,,,,,,,,,
34.46,0.1313,-0.1191,0.03,-0.04,,,,,,,,,,,
34.51,0.1143,-0.0841,0,-0.01,,,,,,,,,,,
34.56,0.0793,-0.0661,-0.04,0.02,,,,,,,,,,,
34.61,0.0443,-0.0311,-0.06,0.06,,,,,,,,,,,
34.66,-0.0077,0.0039,-0.09,0.09,,,,,,,,,,,
34.71,-0.0427,0.0389,-0.11,0.11,,,,,,,,,,,
34.76,-0.0777,0.0729,-0.12,0.12,,,,,,,,,,,
34.81,-0.1127,0.0909,-0.12,0.13,,,,,,,,,,,
34.86,-0.1477,0.1079,-0.12,0.13,,,,,,,,,,,
34.91,-0.1477,0.1259,-0.11,0.12,,,,,,,,,,,
34.96,-0.1477,0.1259,-0.09,0.1,,,,,,,,,,,
35.01,-0.1477,0.1259,-0.06,0.07,,,,,,,,,,,
35.06,-0.1297,0.1079,-0.03,0.04,,,,,,,,,,,
35.11,-0.0947,0.0729,0,0,,,,,,,,,,,
35.16,-0.0607,0.0559,0.03,-0.03,,,,,,,,,,,
35.21,-0.0257,0.0209,0.06,-0.06,,,,,,,,,,,
35.26,0.0273,-0.0141,0.08,-0.09,,,,,,,,,,,
35.31,0.0623,-0.0491,0.1,-0.11,,,,,,,,,,,
35.36,0.0973,-0.0841,0.11,-0.13,,,,,,,,,,,
35.41,0.1313,-0.1011,0.12,-0.14,,,,,,,,,,,
35.46,0.1493,-0.1191,0.11,-0.13,,,,,,,,,,,
35.51,0.1493,-0.1191,0.1,-0.12,,,,,,,,,,,
35.56,0.1493,-0.1191,0.08,-0.1,,,,,,,,,,,
35.61,0.1313,-0.1191,0.06,-0.07,,,,,,,,,,,
35.66,0.1143,-0.1011,0.03,-0.04,,,,,,,,,,,
35.71,0.0793,-0.0661,0,-0.01,,,,,,,,,,,
35.76,0.0443,-0.0311,-0.03,0.03,,,,,,,,,,,
35.81,0.0093,0.0039,-0.06,0.06,,,,,,,,,,,
35.86,-0.0427,0.0209,-0.08,0.09,,,,,,,,,,,
35.91,-0.0777,0.0559,-0.1,0.11,,,,,,,,,,,
35.96,-0.1127,0.0909,-0.12,0.13,,,,,,,,,,,
36.02,-0.1297,0.1079,-0.12,0.13,,,,,,,,,,,
36.07,-0.1477,0.1259,-0.12,0.13,,,,,,,,,,,
36.12,-0.1477,0.1259,-0.11,0.11,,,,,,,,,,,
36.17,-0.1477,0.1259,-0.09,0.09,,,,,,,,,,,
36.22,-0.1297,0.1079,-0.06,0.07,,,,,,,,,,,
36.27,-0.0947,0.0909,-0.04,0.03,,,,,,,,,,,
36.32,-0.0607,0.0559,-0.01,0,,,,,,,,,,,
36.37,-0.0257,0.0209,0.02,-0.03,,,,,,,,,,,
36.42,0.0093,-0.0141,0.05,-0.07,,,,,,,,,,,
36.47,0.0623,-0.0491,0.08,-0.1,,,,,,,,,,,
36.52,0.0973,-0.0661,0.1,-0.12,,,,,,,,,,,
36.57,0.1143,-0.1011,0.11,-0.13,,,,,,,,,,,
36.62,0.1493,-0.1191,0.12,-0.14,,,,,,,,,,,
36.67,0.1493,-0.1191,0.11,-0.13,,,,,,,,,,,
36.72,0.1493,-0.1191,0.1,-0.12,,,,,,,,,,,
36.77,0.1313,-0.1191,0.09,-0.1,,,,,,,,,,,
36.82,0.1143,-0.1011,0.06,-0.07,,,,,,,,,,,
36.87,0.0793,-0.0661,0.03,-0.04,,,,,,,,,,,
36.92,0.0443,-0.0491,0,0,,,,,,,,,,,
36.97,0.0093,-0.0141,-0.03,0.03,,,,,,,,,,,
37.02,-0.0257,0.0209,-0.06,0.06,,,,,,,,,,,
37.07,-0.0777,0.0559,-0.08,0.09,,,,,,,,,,,
37.12,-0.1127,0.0909,-0.1,0.11,,,,,,,,,,,
37.17,-0.1297,0.1079,-0.12,0.13,,,,,,,,,,,
37.22,-0.1477,0.1259,-0.12,0.13,,,,,,,,,,,
37.27,-0.1477,0.1259,-0.12,0.13,,,,,,,,,,,
37.32,-0.1477,0.1259,-0.11,0.11,,,,,,,,,,,
37.37,-0.1297,0.1079,-0.09,0.09,,,,,,,,,,,
37.42,-0.1127,0.0909,-0.07,0.06,,,,,,,,,,,
37.47,-0.0777,0.0559,-0.04,0.03,,,,,,,,,,,
37.52,-0.0257,0.0209,-0.01,0,,,,,,,,,,,
37.57,0.0093,-0.0141,0.02,-0.04,,,,,,,,,,,
37.62,0.0443,-0.0311,0.05,-0.07,,,,,,,,,,,
37.67,0.0793,-0.0661,0.08,-0.1,,,,,,,,,,,
37.72,0.1143,-0.1011,0.1,-0.12,,,,,,,,,,,
37.77,0.1313,-0.1191,0.11,-0.13,,,,,,,,,,,
37.82,0.1493,-0.1191,0.12,-0.13,,,,,,,,,,,
37.87,0.1493,-0.1191,0.12,-0.13,,,,,,,,,,,
37.92,0.1493,-0.1191,0.11,-0.12,,,,,,,,,,,
37.97,0.1143,-0.1011,0.09,-0.09,,,,,,,,,,,
38.02,0.0973,-0.0661,0.07,-0.07,,,,,,,,,,,
38.07,0.0623,-0.0491,0.04,-0.03,,,,,,,,,,,
38.12,0.0093,-0.0141,0.01,0,,,,,,,,,,,
38.17,-0.0257,0.0209,-0.03,0.03,,,,,,,,,,,
38.22,-0.0607,0.0559,-0.06,0.06,,,,,,,,,,,
38.27,-0.0947,0.0729,-0.08,0.09,,,,,,,,,,,
38.32,-0.1297,0.1079,-0.1,0.11,,,,,,,,,,,
38.37,-0.1477,0.1259,-0.12,0.12,,,,,,,,,,,
38.42,-0.1477,0.1259,-0.12,0.13,,,,,,,,,,,
38.47,-0.1477,0.1259,-0.12,0.12,,,,,,,,,,,
38.52,-0.1297,0.1079,-0.11,0.11,,,,,,,,,,,
38.57,-0.1127,0.0909,-0.1,0.09,,,,,,,,,,,
38.62,-0.0777,0.0559,-0.07,0.06,,,,,,,,,,,
38.67,-0.0427,0.0389,-0.04,0.03,,,,,,,,,,,
38.72,0.0093,0.0039,-0.01,-0.01,,,,,,,,,,,
38.77,0.0443,-0.0311,0.02,-0.04,,,,,,,,,,,
38.82,0.0793,-0.0661,0.05,-0.07,,,,,,,,,,,
38.87,0.1143,-0.0841,0.08,-0.1,,,,,,,,,,,
38.92,0.1313,-0.1191,0.1,-0.12,,,,,,,,,,,
38.97,0.1493,-0.1191,0.11,-0.13,,,,,,,,,,,
39.02,0.1493,-0.1191,0.12,-0.13,,,,,,,,,,,
39.07,0.1493,-0.1191,0.12,-0.13,,,,,,,,,,,
39.12,0.1313,-0.1011,0.11,-0.11,,,,,,,,,,,
39.17,0.0973,-0.0841,0.09,-0.09,,,,,,,,,,,
39.22,0.0623,-0.0491,0.07,-0.06,,,,,,,,,,,
39.27,0.0273,-0.0141,0.04,-0.03,,,,,,,,,,,
39.32,-0.0257,0.0209,0.01,0,,,,,,,,,,,
39.37,-0.0607,0.0559,-0.02,0.03,,,,,,,,,,,
39.42,-0.0947,0.0729,-0.06,0.06,,,,,,,,,,,
39.47,-0.1297,0.1079,-0.08,0.09,,,,,,,,,,,
39.52,-0.1477,0.1079,-0.11,0.11,,,,,,,,,,,
39.57,-0.1477,0.1259,-0.12,0.12,,,,,,,,,,,
39.62,-0.1477,0.1259,-0.13,0.12,,,,,,,,,,,
39.67,-0.1297,0.1079,-0.13,0.12,,,,,,,,,,,
39.72,-0.1127,0.0909,-0.12,0.1,,,,,,,,,,,
39.77,-0.0777,0.0729,-0.1,0.08,,,,,,,,,,,
39.82,-0.0427,0.0389,-0.08,0.06,,,,,,,,,,,
39.87,-0.0077,0.0039,-0.05,0.03,,,,,,,,,,,
39.92,0.0443,-0.0311,-0.01,-0.01,,,,,,,,,,,
39.97,0.0793,-0.0661,0.02,-0.04,,,,,,,,,,,
40.02,0.1143,-0.0841,0.05,-0.07,,,,,,,,,,,
40.07,0.1313,-0.1011,0.08,-0.09,,,,,,,,,,,
