time,angle1 data,angle2 data,angle1 solution,angle2 solution,angle1a data,angle2a data,angle1a solution,angle2a solution
33.2,0.227,-0.175,0.069,-0.058,0.1493,-0.1191,0.06,-0.08
33.25,0.227,-0.175,0.039,-0.028,0.1493,-0.1191,0.03,-0.05
33.3,0.209,-0.175,0.005,0.004,0.1313,-0.1191,-0.01,-0.01
33.35,0.192,-0.14,-0.029,0.036,0.1143,-0.0841,-0.04,0.02
33.4,0.157,-0.122,-0.061,0.064,0.0793,-0.0661,-0.07,0.05
33.45,0.105,-0.087,-0.089,0.089,0.0273,-0.0311,-0.09,0.08
33.5,0.07,-0.052,-0.111,0.107,-0.0077,0.0039,-0.11,0.1
33.55,0.017,-0.017,-0.126,0.117,-0.0607,0.0389,-0.12,0.12
33.6,-0.017,0.017,-0.132,0.12,-0.0947,0.0729,-0.12,0.13
33.65,-0.035,0.035,-0.13,0.114,-0.1127,0.0909,-0.12,0.13
33.7,-0.07,0.052,-0.119,0.1,-0.1477,0.1079,-0.11,0.11
33.75,-0.07,0.07,-0.099,0.08,-0.1477,0.1259,-0.09,0.1
33.8,-0.07,0.07,-0.073,0.054,-0.1477,0.1259,-0.06,0.07
33.85,-0.07,0.07,-0.042,0.024,-0.1477,0.1259,-0.03,0.04
33.9,-0.052,0.052,-0.009,-0.008,-0.1297,0.1079,0,0.01
33.95,-0.017,0.017,0.026,-0.039,-0.0947,0.0729,0.03,-0.03
34,0.017,0,0.058,-0.067,-0.0607,0.0559,0.06,-0.06
34.05,0.07,-0.035,0.086,-0.091,-0.0077,0.0209,0.09,-0.09
34.1,0.105,-0.07,0.109,-0.109,0.0273,-0.0141,0.1,-0.11
34.15,0.14,-0.105,0.123,-0.12,0.0623,-0.0491,0.11,-0.13
34.2,0.175,-0.14,0.129,-0.123,0.0973,-0.0841,0.12,-0.13
34.25,0.209,-0.157,0.127,-0.117,0.1313,-0.1011,0.11,-0.13
34.3,0.227,-0.175,0.115,-0.104,0.1493,-0.1191,0.1,-0.12
34.35,0.227,-0.175,0.095,-0.084,0.1493,-0.1191,0.08,-0.1
34.4,0.227,-0.175,0.069,-0.058,0.1493,-0.1191,0.06,-0.08
34.45,0.209,-0.175,0.037,-0.029,0.1313,-0.1191,0.03,-0.04
34.5,0.192,-0.14,0.003,0.002,0.1143,-0.0841,0,-0.01
34.55,0.157,-0.122,-0.031,0.033,0.0793,-0.0661,-0.04,0.02
34.6,0.122,-0.087,-0.064,0.061,0.0443,-0.0311,-0.06,0.06
34.65,0.07,-0.052,-0.092,0.085,-0.0077,0.0039,-0.09,0.09
34.7,0.035,-0.017,-0.114,0.103,-0.0427,0.0389,-0.11,0.11
34.75,0,0.017,-0.129,0.114,-0.0777,0.0729,-0.12,0.12
34.8,-0.035,0.035,-0.135,0.117,-0.1127,0.0909,-0.12,0.13
34.85,-0.07,0.052,-0.131,0.112,-0.1477,0.1079,-0.12,0.13
34.9,-0.07,0.07,-0.119,0.099,-0.1477,0.1259,-0.11,0.12
34.95,-0.07,0.07,-0.099,0.08,-0.1477,0.1259,-0.09,0.1
35,-0.07,0.07,-0.072,0.055,-0.1477,0.1259,-0.06,0.07
35.05,-0.052,0.052,-0.041,0.026,-0.1297,0.1079,-0.03,0.04
35.1,-0.017,0.017,-0.006,-0.005,-0.0947,0.0729,0,0
35.15,0.017,0,0.029,-0.036,-0.0607,0.0559,0.03,-0.03
35.2,0.052,-0.035,0.061,-0.064,-0.0257,0.0209,0.06,-0.06
35.25,0.105,-0.07,0.09,-0.088,0.0273,-0.0141,0.08,-0.09
35.3,0.14,-0.105,0.112,-0.106,0.0623,-0.0491,0.1,-0.11
35.35,0.175,-0.14,0.126,-0.117,0.0973,-0.0841,0.11,-0.13
35.4,0.209,-0.157,0.131,-0.121,0.1313,-0.1011,0.12,-0.14
35.45,0.227,-0.175,0.128,-0.116,0.1493,-0.1191,0.11,-0.13
35.5,0.227,-0.175,0.115,-0.104,0.1493,-0.1191,0.1,-0.12
35.55,0.227,-0.175,0.094,-0.085,0.1493,-0.1191,0.08,-0.1
35.6,0.209,-0.175,0.067,-0.06,0.1313,-0.1191,0.06,-0.07
35.65,0.192,-0.157,0.035,-0.031,0.1143,-0.1011,0.03,-0.04
35.7,0.157,-0.122,0,-0.001,0.0793,-0.0661,0,-0.01
35.75,0.122,-0.087,-0.034,0.03,0.0443,-0.0311,-0.03,0.03
35.8,0.087,-0.052,-0.067,0.058,0.0093,0.0039,-0.06,0.06
35.85,0.035,-0.035,-0.095,0.082,-0.0427,0.0209,-0.08,0.09
35.9,0,0,-0.117,0.101,-0.0777,0.0559,-0.1,0.11
35.95,-0.035,0.035,-0.131,0.112,-0.1127,0.0909,-0.12,0.13
36,-0.052,0.052,-0.136,0.116,-0.1297,0.1079,-0.12,0.13
36.05,-0.07,0.07,-0.132,0.112,-0.1477,0.1259,-0.12,0.13
36.1,-0.07,0.07,-0.119,0.1,-0.1477,0.1259,-0.11,0.11
36.15,-0.07,0.07,-0.098,0.081,-0.1477,0.1259,-0.09,0.09
36.2,-0.052,0.052,-0.07,0.057,-0.1297,0.1079,-0.06,0.07
36.25,-0.017,0.035,-0.038,0.028,-0.0947,0.0909,-0.04,0.03
36.3,0.017,0,-0.003,-0.002,-0.0607,0.0559,-0.01,0
36.35,0.052,-0.035,0.032,-0.033,-0.0257,0.0209,0.02,-0.03
36.4,0.087,-0.07,0.064,-0.061,0.0093,-0.0141,0.05,-0.07
36.45,0.14,-0.105,0.092,-0.085,0.0623,-0.0491,0.08,-0.1
36.5,0.175,-0.122,0.114,-0.104,0.0973,-0.0661,0.1,-0.12
36.55,0.192,-0.157,0.127,-0.116,0.1143,-0.1011,0.11,-0.13
36.6,0.227,-0.175,0.132,-0.12,0.1493,-0.1191,0.12,-0.14
36.65,0.227,-0.175,0.127,-0.116,0.1493,-0.1191,0.11,-0.13
36.7,0.227,-0.175,0.114,-0.105,0.1493,-0.1191,0.1,-0.12
36.75,0.209,-0.175,0.092,-0.086,0.1313,-0.1191,0.09,-0.1
36.8,0.192,-0.157,0.065,-0.062,0.1143,-0.1011,0.06,-0.07
36.85,0.157,-0.122,0.032,-0.034,0.0793,-0.0661,0.03,-0.04
36.9,0.122,-0.105,-0.003,-0.004,0.0443,-0.0491,0,0
36.95,0.087,-0.07,-0.037,0.027,0.0093,-0.0141,-0.03,0.03
37,0.052,-0.035,-0.07,0.055,-0.0257,0.0209,-0.06,0.06
37.05,0,0,-0.097,0.08,-0.0777,0.0559,-0.08,0.09
37.1,-0.035,0.035,-0.118,0.099,-0.1127,0.0909,-0.1,0.11
37.15,-0.052,0.052,-0.132,0.112,-0.1297,0.1079,-0.12,0.13
37.2,-0.07,0.07,-0.136,0.116,-0.1477,0.1259,-0.12,0.13
37.25,-0.07,0.07,-0.131,0.113,-0.1477,0.1259,-0.12,0.13
37.3,-0.07,0.07,-0.117,0.102,-0.1477,0.1259,-0.11,0.11
37.35,-0.052,0.052,-0.095,0.084,-0.1297,0.1079,-0.09,0.09
37.4,-0.035,0.035,-0.067,0.06,-0.1127,0.0909,-0.07,0.06
37.45,0,0,-0.035,0.031,-0.0777,0.0559,-0.04,0.03
37.5,0.052,-0.035,0,0.001,-0.0257,0.0209,-0.01,0
37.55,0.087,-0.07,0.035,-0.03,0.0093,-0.0141,0.02,-0.04
37.6,0.122,-0.087,0.067,-0.059,0.0443,-0.0311,0.05,-0.07
37.65,0.157,-0.122,0.094,-0.084,0.0793,-0.0661,0.08,-0.1
37.7,0.192,-0.157,0.115,-0.103,0.1143,-0.1011,0.1,-0.12
37.75,0.209,-0.175,0.127,-0.116,0.1313,-0.1191,0.11,-0.13
37.8,0.227,-0.175,0.131,-0.121,0.1493,-0.1191,0.12,-0.13
37.85,0.227,-0.175,0.126,-0.118,0.1493,-0.1191,0.12,-0.13
37.9,0.227,-0.175,0.112,-0.107,0.1493,-0.1191,0.11,-0.12
37.95,0.192,-0.157,0.09,-0.089,0.1143,-0.1011,0.09,-0.09
38,0.175,-0.122,0.062,-0.065,0.0973,-0.0661,0.07,-0.07
38.05,0.14,-0.105,0.029,-0.037,0.0623,-0.0491,0.04,-0.03
38.1,0.087,-0.07,-0.006,-0.007,0.0093,-0.0141,0.01,0
38.15,0.052,-0.035,-0.04,0.024,-0.0257,0.0209,-0.03,0.03
38.2,0.017,0,-0.072,0.053,-0.0607,0.0559,-0.06,0.06
38.25,-0.017,0.017,-0.099,0.079,-0.0947,0.0729,-0.08,0.09
38.3,-0.052,0.052,-0.119,0.099,-0.1297,0.1079,-0.1,0.11
38.35,-0.07,0.07,-0.131,0.112,-0.1477,0.1259,-0.12,0.12
38.4,-0.07,0.07,-0.134,0.118,-0.1477,0.1259,-0.12,0.13
38.45,-0.07,0.07,-0.129,0.115,-0.1477,0.1259,-0.12,0.12
38.5,-0.052,0.052,-0.114,0.104,-0.1297,0.1079,-0.11,0.11
38.55,-0.035,0.035,-0.092,0.087,-0.1127,0.0909,-0.1,0.09
38.6,0,0,-0.064,0.063,-0.0777,0.0559,-0.07,0.06
38.65,0.035,-0.017,-0.032,0.035,-0.0427,0.0389,-0.04,0.03
38.7,0.087,-0.052,0.003,0.004,0.0093,0.0039,-0.01,-0.01
38.75,0.122,-0.087,0.037,-0.028,0.0443,-0.0311,0.02,-0.04
38.8,0.157,-0.122,0.068,-0.057,0.0793,-0.0661,0.05,-0.07
38.85,0.192,-0.14,0.094,-0.083,0.1143,-0.0841,0.08,-0.1
38.9,0.209,-0.175,0.114,-0.104,0.1313,-0.1191,0.1,-0.12
38.95,0.227,-0.175,0.126,-0.117,0.1493,-0.1191,0.11,-0.13
39,0.227,-0.175,0.129,-0.123,0.1493,-0.1191,0.12,-0.13
39.05,0.227,-0.175,0.123,-0.121,0.1493,-0.1191,0.12,-0.13
39.1,0.209,-0.157,0.109,-0.11,0.1313,-0.1011,0.11,-0.11
39.15,0.175,-0.14,0.087,-0.092,0.0973,-0.0841,0.09,-0.09
39.2,0.14,-0.105,0.058,-0.069,0.0623,-0.0491,0.07,-0.06
39.25,0.105,-0.07,0.026,-0.04,0.0273,-0.0141,0.04,-0.03
39.3,0.052,-0.035,-0.008,-0.009,-0.0257,0.0209,0.01,0
39.35,0.017,0,-0.041,0.023,-0.0607,0.0559,-0.02,0.03
39.4,-0.017,0.017,-0.072,0.053,-0.0947,0.0729,-0.06,0.06
39.45,-0.052,0.052,-0.098,0.079,-0.1297,0.1079,-0.08,0.09
39.5,-0.07,0.052,-0.118,0.1,-0.1477,0.1079,-0.11,0.11
39.55,-0.07,0.07,-0.129,0.114,-0.1477,0.1259,-0.12,0.12
39.6,-0.07,0.07,-0.132,0.12,-0.1477,0.1259,-0.13,0.12
39.65,-0.052,0.052,-0.126,0.118,-0.1297,0.1079,-0.13,0.12
39.7,-0.035,0.035,-0.111,0.108,-0.1127,0.0909,-0.12,0.1
39.75,0,0.017,-0.089,0.09,-0.0777,0.0729,-0.1,0.08
39.8,0.035,-0.017,-0.061,0.066,-0.0427,0.0389,-0.08,0.06
39.85,0.07,-0.052,-0.029,0.037,-0.0077,0.0039,-0.05,0.03
39.9,0.122,-0.087,0.004,0.006,0.0443,-0.0311,-0.01,-0.01
39.95,0.157,-0.122,0.038,-0.027,0.0793,-0.0661,0.02,-0.04
40,0.192,-0.14,0.068,-0.057,0.1143,-0.0841,0.05,-0.07
40.05,0.209,-0.157,0.094,-0.084,0.1313,-0.1011,0.08,-0.09
40.1,0.227,-0.175,0.113,-0.105,0.1493,-0.1191,0.1,-0.11
40.15,0.227,-0.175,0.124,-0.119,0.1493,-0.1191,0.12,-0.12
40.2,0.227,-0.175,0.126,-0.126,0.1493,-0.1191,0.13,-0.13
40.25,0.209,-0.157,0.12,-0.124,0.1313,-0.1011,0.12,-0.12
40.3,0.175,-0.14,0.105,-0.113,0.0973,-0.0841,0.11,-0.11
40.35,0.14,-0.105,0.083,-0.096,0.0623,-0.0491,0.1,-0.09
40.4,0.105,-0.07,0.056,-0.071,0.0273,-0.0141,0.07,-0.06
40.45,0.07,-0.052,0.024,-0.042,-0.0077,0.0039,0.04,-0.03
40.5,0.017,-0.017,-0.009,-0.01,-0.0607,0.0389,0.01,0
40.55,-0.017,0.017,-0.042,0.022,-0.0947,0.0729,-0.03,0.03
40.6,-0.035,0.035,-0.072,0.053,-0.1127,0.0909,-0.06,0.06
40.65,-0.07,0.052,-0.097,0.08,-0.1477,0.1079,-0.09,0.09
40.7,-0.07,0.07,-0.116,0.102,-0.1477,0.1259,-0.11,0.11
40.75,-0.07,0.07,-0.126,0.117,-0.1477,0.1259,-0.12,0.12
40.8,-0.052,0.052,-0.129,0.123,-0.1297,0.1079,-0.13,0.12
40.85,-0.035,0.035,-0.123,0.121,-0.1127,0.0909,-0.13,0.11
40.9,0,0.017,-0.108,0.111,-0.0777,0.0729,-0.12,0.1
40.95,0.035,-0.017,-0.086,0.093,-0.0427,0.0389,-0.1,0.08
41,0.07,-0.052,-0.059,0.068,-0.0077,0.0039,-0.08,0.06
41.05,0.105,-0.087,-0.028,0.038,0.0273,-0.0311,-0.05,0.03
41.1,0.157,-0.105,0.005,0.006,0.0793,-0.0491,-0.01,0
41.15,0.175,-0.14,0.037,-0.027,0.0973,-0.0841,0.02,-0.04
41.2,0.209,-0.157,0.067,-0.058,0.1313,-0.1011,0.05,-0.07
41.25,0.227,-0.175,0.092,-0.086,0.1493,-0.1191,0.08,-0.09
41.3,0.227,-0.175,0.11,-0.108,0.1493,-0.1191,0.11,-0.11
41.35,0.227,-0.175,0.121,-0.122,0.1493,-0.1191,0.12,-0.12
41.4,0.209,-0.157,0.123,-0.129,0.1313,-0.1011,0.13,-0.12
41.45,0.175,-0.14,0.117,-0.127,0.0973,-0.0841,0.13,-0.12
41.5,0.14,-0.105,0.102,-0.116,0.0623,-0.0491,0.12,-0.11
41.55,0.105,-0.087,0.081,-0.098,0.0273,-0.0311,0.1,-0.09
41.6,0.07,-0.052,0.054,-0.073,-0.0077,0.0039,0.07,-0.06
41.65,0.035,-0.017,0.023,-0.043,-0.0427,0.0389,0.04,-0.03
41.7,0,0.017,-0.009,-0.01,-0.0777,0.0729,0.01,0
41.75,-0.035,0.035,-0.041,0.023,-0.1127,0.0909,-0.03,0.03
41.8,-0.052,0.052,-0.07,0.055,-0.1297,0.1079,-0.06,0.06
41.85,-0.07,0.07,-0.095,0.083,-0.1477,0.1259,-0.09,0.08
41.9,-0.07,0.07,-0.113,0.105,-0.1477,0.1259,-0.11,0.1
41.95,-0.07,0.052,-0.123,0.12,-0.1477,0.1079,-0.13,0.11
42,-0.035,0.035,-0.126,0.126,-0.1127,0.0909,-0.13,0.12
42.05,-0.017,0.017,-0.12,0.124,-0.0947,0.0729,-0.13,0.11
42.1,0.017,-0.017,-0.106,0.113,-0.0607,0.0389,-0.12,0.1
42.15,0.07,-0.052,-0.085,0.095,-0.0077,0.0039,-0.1,0.08
42.2,0.105,-0.07,-0.058,0.069,0.0273,-0.0141,-0.07,0.06
42.25,0.14,-0.105,-0.028,0.039,0.0623,-0.0491,-0.04,0.03
42.3,0.175,-0.14,0.004,0.005,0.0973,-0.0841,-0.01,0
42.35,0.209,-0.157,0.036,-0.028,0.1313,-0.1011,0.03,-0.03
42.4,0.227,-0.175,0.065,-0.06,0.1493,-0.1191,0.06,-0.06
42.45,0.227,-0.175,0.089,-0.089,0.1493,-0.1191,0.09,-0.09
42.5,0.227,-0.175,0.107,-0.111,0.1493,-0.1191,0.11,-0.1
42.55,0.209,-0.157,0.117,-0.126,0.1313,-0.1011,0.12,-0.12
42.6,0.192,-0.14,0.12,-0.132,0.1143,-0.0841,0.13,-0.12
42.65,0.157,-0.122,0.114,-0.13,0.0793,-0.0661,0.13,-0.12
42.7,0.122,-0.087,0.1,-0.118,0.0443,-0.0311,0.12,-0.11
42.75,0.07,-0.052,0.08,-0.099,-0.0077,0.0039,0.1,-0.09
42.8,0.035,-0.017,0.054,-0.073,-0.0427,0.0389,0.07,-0.06
42.85,0,0.017,0.024,-0.043,-0.0777,0.0729,0.04,-0.04
42.9,-0.035,0.035,-0.008,-0.009,-0.1127,0.0909,0,-0.01
42.95,-0.052,0.052,-0.039,0.025,-0.1297,0.1079,-0.03,0.03
43,-0.07,0.07,-0.067,0.058,-0.1477,0.1259,-0.07,0.05
43.05,-0.07,0.07,-0.091,0.086,-0.1477,0.1259,-0.09,0.08
43.1,-0.07,0.052,-0.109,0.108,-0.1477,0.1079,-0.12,0.1
43.15,-0.035,0.035,-0.12,0.123,-0.1127,0.0909,-0.13,0.11
43.2,-0.017,0.017,-0.123,0.129,-0.0947,0.0729,-0.14,0.12
43.25,0.017,-0.017,-0.117,0.126,-0.0607,0.0389,-0.13,0.11
43.3,0.052,-0.035,-0.104,0.115,-0.0257,0.0209,-0.12,0.1
43.35,0.105,-0.07,-0.084,0.095,0.0273,-0.0141,-0.1,0.08
43.4,0.14,-0.105,-0.058,0.069,0.0623,-0.0491,-0.07,0.06
43.45,0.175,-0.14,-0.029,0.038,0.0973,-0.0841,-0.04,0.03
43.5,0.192,-0.157,0.002,0.004,0.1143,-0.1011,-0.01,0
43.55,0.209,-0.175,0.033,-0.031,0.1313,-0.1191,0.03,-0.03
43.6,0.227,-0.175,0.062,-0.063,0.1493,-0.1191,0.06,-0.06
43.65,0.227,-0.175,0.086,-0.092,0.1493,-0.1191,0.09,-0.08
43.7,0.209,-0.157,0.104,-0.114,0.1313,-0.1011,0.11,-0.1
43.75,0.192,-0.14,0.115,-0.129,0.1143,-0.0841,0.13,-0.12
43.8,0.157,-0.122,0.118,-0.135,0.0793,-0.0661,0.13,-0.12
43.85,0.122,-0.087,0.112,-0.131,0.0443,-0.0311,0.13,-0.12
43.9,0.087,-0.052,0.1,-0.119,0.0093,0.0039,0.11,-0.11
43.95,0.035,-0.017,0.08,-0.099,-0.0427,0.0389,0.09,-0.09
44,0,0,0.055,-0.073,-0.0777,0.0559,0.07,-0.07
44.05,-0.035,0.035,0.026,-0.041,-0.1127,0.0909,0.03,-0.04
44.1,-0.052,0.052,-0.005,-0.007,-0.1297,0.1079,0,-0.01
44.15,-0.07,0.07,-0.036,0.028,-0.1477,0.1259,-0.04,0.02
44.2,-0.07,0.07,-0.064,0.061,-0.1477,0.1259,-0.07,0.05
44.25,-0.07,0.052,-0.088,0.089,-0.1477,0.1079,-0.1,0.08
44.3,-0.052,0.052,-0.106,0.111,-0.1297,0.1079,-0.12,0.1
44.35,-0.017,0.017,-0.118,0.126,-0.0947,0.0729,-0.13,0.11
44.4,0.017,0,-0.121,0.131,-0.0607,0.0559,-0.14,0.12
44.45,0.052,-0.035,-0.116,0.128,-0.0257,0.0209,-0.13,0.11
44.5,0.087,-0.07,-0.104,0.115,0.0093,-0.0141,-0.12,0.1
44.55,0.14,-0.105,-0.084,0.095,0.0623,-0.0491,-0.1,0.09
44.6,0.175,-0.122,-0.06,0.067,0.0973,-0.0661,-0.07,0.06
44.65,0.192,-0.157,-0.031,0.035,0.1143,-0.1011,-0.04,0.04
44.7,0.209,-0.175,0,0.001,0.1313,-0.1191,0,0.01
44.75,0.227,-0.175,0.03,-0.034,0.1493,-0.1191,0.03,-0.03
44.8,0.227,-0.175,0.058,-0.067,0.1493,-0.1191,0.06,-0.06
44.85,0.209,-0.157,0.083,-0.095,0.1313,-0.1011,0.09,-0.08
44.9,0.192,-0.14,0.101,-0.117,0.1143,-0.0841,0.11,-0.1
44.95,0.157,-0.122,0.112,-0.131,0.0793,-0.0661,0.12,-0.12
45,0.122,-0.087,0.116,-0.136,0.0443,-0.0311,0.13,-0.12
45.05,0.087,-0.052,0.112,-0.132,0.0093,0.0039,0.12,-0.12
45.1,0.052,-0.035,0.1,-0.119,-0.0257,0.0209,0.11,-0.11
45.15,0.017,0,0.081,-0.098,-0.0607,0.0559,0.09,-0.09
45.2,-0.017,0.035,0.057,-0.071,-0.0947,0.0909,0.06,-0.07
45.25,-0.052,0.052,0.028,-0.038,-0.1297,0.1079,0.03,-0.04
45.3,-0.07,0.052,-0.002,-0.004,-0.1477,0.1079,0,-0.01
45.35,-0.07,0.07,-0.033,0.031,-0.1477,0.1259,-0.04,0.02
45.4,-0.07,0.052,-0.061,0.064,-0.1477,0.1079,-0.07,0.05
45.45,-0.052,0.052,-0.086,0.092,-0.1297,0.1079,-0.1,0.08
45.5,-0.017,0.017,-0.104,0.113,-0.0947,0.0729,-0.12,0.1
45.55,0.017,0,-0.116,0.127,-0.0607,0.0559,-0.13,0.11
45.6,0.052,-0.035,-0.12,0.132,-0.0257,0.0209,-0.13,0.12
45.65,0.087,-0.07,-0.116,0.127,0.0093,-0.0141,-0.13,0.12
45.7,0.122,-0.105,-0.105,0.114,0.0443,-0.0491,-0.11,0.11
45.75,0.157,-0.122,-0.086,0.093,0.0793,-0.0661,-0.09,0.09
45.8,0.192,-0.157,-0.062,0.065,0.1143,-0.1011,-0.07,0.07
45.85,0.209,-0.175,-0.034,0.033,0.1313,-0.1191,-0.03,0.04
45.9,0.227,-0.175,-0.003,-0.002,0.1493,-0.1191,0,0.01
45.95,0.227,-0.175,0.027,-0.037,0.1493,-0.1191,0.03,-0.02
46,0.209,-0.157,0.056,-0.069,0.1313,-0.1011,0.06,-0.05
46.05,0.192,-0.157,0.08,-0.097,0.1143,-0.1011,0.09,-0.08
46.1,0.157,-0.122,0.099,-0.118,0.0793,-0.0661,0.11,-0.1
46.15,0.122,-0.105,0.112,-0.132,0.0443,-0.0491,0.12,-0.12
46.2,0.087,-0.07,0.116,-0.136,0.0093,-0.0141,0.13,-0.13
46.25,0.052,-0.035,0.113,-0.131,-0.0257,0.0209,0.12,-0.13
46.3,0.017,0,0.102,-0.117,-0.0607,0.0559,0.11,-0.12
46.35,-0.017,0.017,0.083,-0.096,-0.0947,0.0729,0.09,-0.1
46.4,-0.052,0.052,0.059,-0.068,-0.1297,0.1079,0.06,-0.07
46.45,-0.07,0.052,0.031,-0.035,-0.1477,0.1079,0.03,-0.05
46.5,-0.07,0.07,0.001,0,-0.1477,0.1259,-0.01,-0.01
46.55,-0.07,0.052,-0.03,0.034,-0.1477,0.1079,-0.04,0.02
46.6,-0.052,0.052,-0.059,0.066,-0.1297,0.1079,-0.07,0.05
46.65,-0.035,0.035,-0.084,0.094,-0.1127,0.0909,-0.09,0.08
46.7,0,0,-0.103,0.114,-0.0777,0.0559,-0.11,0.1
46.75,0.035,-0.035,-0.116,0.127,-0.0427,0.0209,-0.13,0.12
46.8,0.087,-0.07,-0.121,0.131,0.0093,-0.0141,-0.13,0.12
46.85,0.122,-0.087,-0.118,0.126,0.0443,-0.0311,-0.12,0.12
46.9,0.157,-0.122,-0.107,0.112,0.0793,-0.0661,-0.11,0.11
46.95,0.192,-0.14,-0.089,0.09,0.1143,-0.0841,-0.09,0.09
47,0.209,-0.157,-0.065,0.062,0.1313,-0.1011,-0.06,0.07
47.05,0.227,-0.175,-0.037,0.029,0.1493,-0.1191,-0.03,0.04
47.1,0.227,-0.175,-0.006,-0.005,0.1493,-0.1191,0,0.01
47.15,0.209,-0.175,0.024,-0.04,0.1313,-0.1191,0.03,-0.02
47.2,0.192,-0.157,0.054,-0.071,0.1143,-0.1011,0.06,-0.06
47.25,0.175,-0.122,0.079,-0.098,0.0973,-0.0661,0.09,-0.08
47.3,0.14,-0.105,0.099,-0.119,0.0623,-0.0491,0.11,-0.11
47.35,0.105,-0.07,0.112,-0.131,0.0273,-0.0141,0.12,-0.12
47.4,0.052,-0.035,0.117,-0.135,-0.0257,0.0209,0.12,-0.13
47.45,0.017,0,0.115,-0.129,-0.0607,0.0559,0.12,-0.13
47.5,-0.017,0.017,0.104,-0.115,-0.0947,0.0729,0.1,-0.12
47.55,-0.035,0.035,0.086,-0.093,-0.1127,0.0909,0.08,-0.1
47.6,-0.052,0.052,0.063,-0.065,-0.1297,0.1079,0.06,-0.08
47.65,-0.07,0.07,0.034,-0.032,-0.1477,0.1259,0.03,-0.05
47.7,-0.07,0.052,0.004,0.002,-0.1477,0.1079,-0.01,-0.01
47.75,-0.052,0.052,-0.028,0.036,-0.1297,0.1079,-0.04,0.02
47.8,-0.035,0.035,-0.057,0.068,-0.1127,0.0909,-0.07,0.05
47.85,0,0,-0.083,0.094,-0.0777,0.0559,-0.09,0.08
47.9,0.035,-0.017,-0.103,0.114,-0.0427,0.0389,-0.11,0.1
47.95,0.07,-0.052,-0.117,0.126,-0.0077,0.0039,-0.12,0.12
48,0.122,-0.087,-0.123,0.129,0.0443,-0.0311,-0.13,0.13
48.05,0.157,-0.122,-0.12,0.123,0.0793,-0.0661,-0.12,0.13
48.1,0.175,-0.14,-0.11,0.109,0.0973,-0.0841,-0.11,0.12
48.15,0.209,-0.157,-0.092,0.087,0.1313,-0.1011,-0.09,0.1
48.2,0.227,-0.175,-0.068,0.059,0.1493,-0.1191,-0.06,0.07
48.25,0.227,-0.175,-0.04,0.027,0.1493,-0.1191,-0.03,0.04
48.3,0.209,-0.175,-0.009,-0.008,0.1313,-0.1191,0,0.01
48.35,0.192,-0.157,0.023,-0.041,0.1143,-0.1011,0.03,-0.03
48.4,0.175,-0.122,0.053,-0.072,0.0973,-0.0661,0.06,-0.06
48.45,0.14,-0.105,0.079,-0.098,0.0623,-0.0491,0.08,-0.09
48.5,0.105,-0.07,0.1,-0.118,0.0273,-0.0141,0.1,-0.11
48.55,0.07,-0.035,0.114,-0.129,-0.0077,0.0209,0.11,-0.13
48.6,0.017,-0.017,0.12,-0.132,-0.0607,0.0389,0.12,-0.13
48.65,-0.017,0.017,0.118,-0.126,-0.0947,0.0729,0.11,-0.13
48.7,-0.035,0.035,0.107,-0.112,-0.1127,0.0909,0.1,-0.12
48.75,-0.052,0.052,0.09,-0.09,-0.1297,0.1079,0.08,-0.1
48.8,-0.07,0.07,0.066,-0.062,-0.1477,0.1259,0.06,-0.08
48.85,-0.07,0.052,0.037,-0.03,-0.1477,0.1079,0.03,-0.05
48.9,-0.052,0.052,0.006,0.004,-0.1297,0.1079,0,-0.01
48.95,-0.035,0.035,-0.026,0.037,-0.1127,0.0909,-0.03,0.02
49,0,0,-0.057,0.068,-0.0777,0.0559,-0.06,0.06
49.05,0.035,-0.017,-0.084,0.094,-0.0427,0.0389,-0.09,0.08
49.1,0.07,-0.052,-0.105,0.113,-0.0077,0.0039,-0.11,0.11
49.15,0.105,-0.087,-0.119,0.124,0.0273,-0.0311,-0.12,0.12
49.2,0.14,-0.122,-0.125,0.127,0.0623,-0.0661,-0.12,0.13
49.25,0.175,-0.14,-0.123,0.12,0.0973,-0.0841,-0.12,0.13
49.3,0.209,-0.157,-0.113,0.106,0.1313,-0.1011,-0.11,0.12
49.35,0.209,-0.175,-0.095,0.084,0.1313,-0.1191,-0.09,0.1
49.4,0.227,-0.175,-0.071,0.056,0.1493,-0.1191,-0.06,0.07
49.45,0.209,-0.175,-0.042,0.025,0.1313,-0.1191,-0.03,0.04
49.5,0.209,-0.157,-0.01,-0.009,0.1313,-0.1011,0,0
49.55,0.175,-0.14,0.022,-0.042,0.0973,-0.0841,0.03,-0.03
49.6,0.14,-0.105,0.053,-0.072,0.0623,-0.0491,0.06,-0.06
49.65,0.105,-0.07,0.08,-0.097,0.0273,-0.0141,0.08,-0.09
49.7,0.07,-0.052,0.102,-0.116,-0.0077,0.0039,0.1,-0.11
49.75,0.035,-0.017,0.116,-0.127,-0.0427,0.0389,0.11,-0.13
49.8,0,0.017,0.123,-0.129,-0.0777,0.0729,0.12,-0.14
49.85,-0.035,0.035,0.121,-0.123,-0.1127,0.0909,0.11,-0.13
49.9,-0.052,0.052,0.111,-0.108,-0.1297,0.1079,0.1,-0.12
49.95,-0.07,0.052,0.092,-0.087,-0.1477,0.1079,0.08,-0.1
