time,angle1,angle2
110.85,0.14,-0.105
110.9,0.122,-0.087
110.95,0.087,-0.07
111,0.07,-0.035
111.05,0.035,-0.017
111.1,0.017,0
111.15,0,0.017
111.2,-0.017,0.017
111.25,-0.017,0.035
111.3,-0.017,0.035
111.35,-0.017,0.017
111.4,0,0
111.45,0.017,-0.017
111.5,0.052,-0.035
111.55,0.087,-0.052
111.6,0.105,-0.087
111.65,0.14,-0.105
111.7,0.157,-0.122
111.75,0.175,-0.14
111.8,0.175,-0.14
111.85,0.175,-0.14
111.9,0.175,-0.14
111.95,0.157,-0.122
112,0.14,-0.105
112.05,0.122,-0.087
112.1,0.087,-0.07
112.15,0.07,-0.052
112.2,0.035,-0.017
112.25,0.017,0
112.3,0,0.017
112.35,-0.017,0.017
112.4,-0.017,0.035
112.45,-0.017,0.035
112.5,-0.017,0.017
112.55,0,0
112.6,0.017,-0.017
112.65,0.052,-0.035
112.7,0.07,-0.052
112.75,0.105,-0.07
112.8,0.122,-0.105
112.85,0.157,-0.122
112.9,0.175,-0.122
112.95,0.175,-0.14
113,0.175,-0.14
113.05,0.175,-0.14
113.1,0.157,-0.122
113.15,0.14,-0.105
113.2,0.122,-0.087
113.25,0.087,-0.07
113.3,0.07,-0.052
113.35,0.035,-0.017
113.4,0.017,0
113.45,0,0.017
113.5,-0.017,0.017
113.55,-0.017,0.035
113.6,-0.017,0.035
113.65,-0.017,0.017
113.7,0,0.017
113.75,0.017,0
113.8,0.052,-0.035
113.85,0.07,-0.052
113.9,0.105,-0.07
113.95,0.122,-0.087
114,0.14,-0.122
114.05,0.157,-0.122
114.1,0.175,-0.14
114.15,0.175,-0.14
114.2,0.175,-0.14
114.25,0.157,-0.122
114.3,0.14,-0.122
114.35,0.122,-0.087
114.4,0.105,-0.07
114.45,0.07,-0.052
114.5,0.052,-0.035
114.55,0.017,0
114.6,0,0
114.65,-0.017,0.017
114.7,-0.017,0.035
114.75,-0.017,0.035
114.8,-0.017,0.017
114.85,0,0.017
114.9,0.017,0
114.95,0.035,-0.017
115,0.07,-0.052
115.05,0.105,-0.07
115.1,0.122,-0.087
115.15,0.14,-0.105
115.2,0.157,-0.122
115.25,0.175,-0.14
115.3,0.175,-0.14
115.35,0.175,-0.14
115.4,0.157,-0.122
115.45,0.157,-0.122
115.5,0.122,-0.105
115.55,0.105,-0.07
115.6,0.07,-0.052
115.65,0.052,-0.035
115.7,0.017,-0.017
115.75,0,0
115.8,-0.017,0.017
115.85,-0.017,0.035
115.9,-0.017,0.035
115.95,-0.017,0.017
116,0,0.017
116.05,0.017,0
116.1,0.035,-0.017
116.15,0.07,-0.052
116.2,0.087,-0.07
116.25,0.122,-0.087
116.3,0.14,-0.105
116.35,0.157,-0.122
116.4,0.175,-0.14
116.45,0.175,-0.14
116.5,0.175,-0.14
116.55,0.175,-0.122
116.6,0.157,-0.122
116.65,0.122,-0.105
116.7,0.105,-0.087
116.75,0.07,-0.052
116.8,0.052,-0.035
116.85,0.017,-0.017
116.9,0,0
116.95,-0.017,0.017
117,-0.017,0.017
117.05,-0.017,0.035
117.1,-0.017,0.017
117.15,0,0.017
117.2,0.017,0
117.25,0.035,-0.017
117.3,0.07,-0.035
117.35,0.087,-0.07
117.4,0.122,-0.087
117.45,0.14,-0.105
117.5,0.157,-0.122
117.55,0.175,-0.14
117.6,0.175,-0.14
117.65,0.175,-0.14
117.7,0.175,-0.14
117.75,0.157,-0.122
117.8,0.14,-0.105
117.85,0.105,-0.087
117.9,0.087,-0.052
117.95,0.052,-0.035
118,0.035,-0.017
118.05,0,0
118.1,-0.017,0.017
118.15,-0.017,0.017
118.2,-0.017,0.035
118.25,-0.017,0.017
118.3,0,0.017
118.35,0.017,0
118.4,0.035,-0.017
118.45,0.052,-0.035
118.5,0.087,-0.07
118.55,0.105,-0.087
118.6,0.14,-0.105
118.65,0.157,-0.122
118.7,0.175,-0.14
118.75,0.175,-0.14
118.8,0.175,-0.14
118.85,0.175,-0.14
118.9,0.157,-0.122
118.95,0.14,-0.105
119,0.105,-0.087
119.05,0.087,-0.07
119.1,0.052,-0.035
119.15,0.035,-0.017
119.2,0.017,0
119.25,0,0.017
119.3,-0.017,0.017
119.35,-0.017,0.017
119.4,-0.017,0.017
119.45,0,0.017
119.5,0.017,0
119.55,0.035,-0.017
119.6,0.052,-0.035
119.65,0.087,-0.052
119.7,0.105,-0.087
119.75,0.14,-0.105
119.8,0.157,-0.122
119.85,0.175,-0.122
119.9,0.175,-0.14
119.95,0.175,-0.14
120,0.175,-0.14
,,
,,
,,
,,
,,
,,
