time,angle1,angle2
116.6,0.017,0.105
116.65,0.035,0.087
116.7,0.035,0.105
116.75,0.035,0.105
116.8,0.035,0.105
116.85,0.017,0.105
116.9,0.017,0.105
116.95,0.017,0.122
117,0.017,0.122
117.05,0,0.122
117.1,0,0.14
117.15,0,0.14
117.2,-0.017,0.14
117.25,-0.017,0.14
117.3,-0.017,0.14
117.35,-0.017,0.14
117.4,-0.017,0.14
117.45,0,0.122
117.5,0,0.122
117.55,0,0.122
117.6,0,0.105
117.65,0.017,0.105
117.7,0.017,0.105
117.75,0.017,0.105
117.8,0.035,0.105
117.85,0.035,0.105
117.9,0.035,0.105
117.95,0.035,0.105
118,0.017,0.105
118.05,0.017,0.105
118.1,0.017,0.122
118.15,0.017,0.122
118.2,0,0.122
118.25,0,0.14
118.3,0,0.14
118.35,-0.017,0.14
118.4,-0.017,0.14
118.45,-0.017,0.14
118.5,-0.017,0.14
118.55,-0.017,0.14
118.6,0,0.122
118.65,0,0.122
118.7,0,0.122
118.75,0,0.105
118.8,0.017,0.105
118.85,0.017,0.105
118.9,0.017,0.105
118.95,0.035,0.105
119,0.035,0.105
119.05,0.035,0.105
119.1,0.035,0.105
119.15,0.017,0.105
119.2,0.017,0.105
119.25,0.017,0.122
119.3,0.017,0.122
119.35,0,0.122
119.4,0,0.14
119.45,0,0.14
119.5,-0.017,0.14
119.55,-0.017,0.14
119.6,-0.017,0.14
119.65,-0.017,0.14
119.7,-0.017,0.14
119.75,0,0.122
119.8,0,0.122
119.85,0,0.122
119.9,0,0.105
119.95,0.017,0.105
120,0.017,0.105
